LOC111099035 rna-XM_022430346.1
LOC111138293 rna-XM_022490171.1
LOC111138319 rna-XM_022490219.1
LOC111138321 rna-XM_022490316.1
LOC111138400 rna-XM_022490338.1
LOC111138404 rna-XM_022490352.1
LOC111138407 rna-XM_022490356.1
LOC111138432 rna-XM_022490392.1
LOC111138441 rna-XM_022490434.1
LOC111138442 rna-XM_022490407.1
LOC111138443 rna-XM_022490410.1
LOC111138459 rna-XM_022490436.1
LOC111138460 rna-XM_022490438.1
LOC111138468 rna-XM_022490452.1
LOC111138472 rna-XM_022490460.1
LOC111138475 rna-XM_022490464.1
LOC111138483 rna-XM_022490476.1
LOC111138489 rna-XM_022490483.1
LOC111138490 rna-XM_022490484.1
LOC111138492 rna-XM_022490491.1
Trnaa-agc rna-Trnaa-agc-16
Trnaa-cgc rna-Trnaa-cgc-10
Trnac-gca rna-Trnac-gca-8
Trnae-uuc rna-Trnae-uuc-11
Trnaf-gaa rna-Trnaf-gaa-3
Trnag-gcc rna-Trnag-gcc-8
Trnai-aau rna-Trnai-aau-9
Trnak-cuu rna-Trnak-cuu-5
Trnak-uuu rna-Trnak-uuu-31
Trnal-aag rna-Trnal-aag-8
Trnal-caa rna-Trnal-caa
Trnal-cag rna-Trnal-cag-7
Trnal-uag rna-Trnal-uag-2
Trnap-agg rna-Trnap-agg-10
Trnap-cgg rna-Trnap-cgg-5
Trnap-ugg rna-Trnap-ugg-8
Trnaq-cug rna-Trnaq-cug-11
Trnaq-uug rna-Trnaq-uug-3
Trnas-aga rna-Trnas-aga-5
Trnas-gcu rna-Trnas-gcu-5
Trnas-uga rna-Trnas-uga
Trnat-agu rna-Trnat-agu-5
Trnat-ggu rna-Trnat-ggu-5
Trnat-ugu rna-Trnat-ugu-10
Trnav-aac rna-Trnav-aac-5
Trnav-uac rna-Trnav-uac
Trnaw-cca rna-Trnaw-cca-3
Trnay-aua rna-Trnay-aua
