LOC111099035 rna-XM_022430345.1
LOC111138293 rna-XM_022490170.1
LOC111138319 rna-XM_022490218.1
LOC111138321 rna-XM_022490325.1
LOC111138400 rna-XM_022490339.1
LOC111138404 rna-XM_022490353.1
LOC111138407 rna-XM_022490357.1
LOC111138432 rna-XM_022490397.1
LOC111138441 rna-XM_022490409.1
LOC111138442 rna-XM_022490406.1
LOC111138443 rna-XM_022490408.1
LOC111138459 rna-XM_022490435.1
LOC111138460 rna-XM_022490437.1
LOC111138468 rna-XM_022490454.1
LOC111138472 rna-XM_022490458.1
LOC111138475 rna-XM_022490463.1
LOC111138483 rna-XM_022490477.1
LOC111138489 rna-XM_022490482.1
LOC111138490 rna-XM_022490486.1
LOC111138492 rna-XM_022490492.1
Trnaa-agc rna-Trnaa-agc-6
Trnaa-cgc rna-Trnaa-cgc-7
Trnac-gca rna-Trnac-gca
Trnae-uuc rna-Trnae-uuc
Trnaf-gaa rna-Trnaf-gaa-10
Trnag-gcc rna-Trnag-gcc-17
Trnai-aau rna-Trnai-aau-12
Trnak-cuu rna-Trnak-cuu-8
Trnak-uuu rna-Trnak-uuu-30
Trnal-aag rna-Trnal-aag-3
Trnal-caa rna-Trnal-caa-4
Trnal-cag rna-Trnal-cag-5
Trnal-uag rna-Trnal-uag
Trnap-agg rna-Trnap-agg-2
Trnap-cgg rna-Trnap-cgg
Trnap-ugg rna-Trnap-ugg-4
Trnaq-cug rna-Trnaq-cug-2
Trnaq-uug rna-Trnaq-uug-2
Trnas-aga rna-Trnas-aga
Trnas-gcu rna-Trnas-gcu
Trnas-uga rna-Trnas-uga-2
Trnat-agu rna-Trnat-agu
Trnat-ggu rna-Trnat-ggu-21
Trnat-ugu rna-Trnat-ugu-11
Trnav-aac rna-Trnav-aac-7
Trnav-uac rna-Trnav-uac-5
Trnaw-cca rna-Trnaw-cca-9
Trnay-aua rna-Trnay-aua-2
