gene_name,change,t_name,Predom_exp,GO,p.value,product
LOC111099614,1,rna-XM_022430984.1,1.748441125,GO:0051716,0.00485,translation initiation factor eIF-2B subunit delta-like
NA,NA,NA,NA,GO:0009261,0.00494,NA
NA,NA,NA,NA,GO:0009996,0.00494,NA
LOC111122940,1,rna-XM_022464987.1,12.23546025,GO:0048741,0.00494,rho family-interacting cell polarization regulator 2-like
LOC111126881,1,rna-XM_022471792.1,0.5314801875,GO:0048741,0.00494,protein Wnt-10b-like
LOC111129405,1,rna-XM_022475776.1,1.7780556875,GO:0048741,0.00494,homeobox protein six1-like
LOC111129882,1,rna-XM_022476394.1,15.9263411875,GO:0048741,0.00494,selenoprotein N-like
LOC111134367,1,rna-XM_022483322.1,5.0994061875,GO:0048741,0.00494,uncharacterized LOC111134367
NA,NA,NA,NA,GO:0003008,0.00527,NA
NA,NA,NA,NA,GO:0031281,0.00537,NA
LOC111105256,1,rna-XM_022439432.1,2.298439375,GO:0022008,0.00550,nucleolar MIF4G domain-containing protein 1-like
LOC111112517,1,rna-XM_022450056.1,0.229614875,GO:0022008,0.00550,uncharacterized LOC111112517
LOC111113345,1,rna-XM_022451543.1,0.146279125,GO:0022008,0.00550,BTB/POZ domain-containing protein 6-like
LOC111122406,1,rna-XM_022464191.1,0.13822475,GO:0022008,0.00550,protocadherin Fat 4-like
LOC111125406,1,rna-XM_022469179.1,0.7960576875,GO:0022008,0.00550,protocadherin gamma-B7-like
NA,NA,NA,NA,GO:0031323,0.00557,NA
LOC111100523,1,rna-XM_022432487.1,3.9472214375,GO:0006810,0.00565,acetyl-CoA carboxylase-like
LOC111104540,1,rna-XM_022438549.1,0.3133951875,GO:0006810,0.00565,uncharacterized LOC111104540
LOC111110756,1,rna-XM_022447370.1,0.1091863125,GO:0006810,0.00565,uncharacterized LOC111110756
LOC111111058,1,rna-XM_022447815.1,3.1738293125,GO:0006810,0.00565,unconventional myosin-Va-like
LOC111112790,1,rna-XM_022450585.1,0.4090788125,GO:0006810,0.00565,protein white-like
LOC111113363,1,rna-XM_022451594.1,4.74384775,GO:0006810,0.00565,sodium- and chloride-dependent GABA transporter 2-like
LOC111114669,1,rna-XM_022453082.1,1.4689694375,GO:0006810,0.00565,uncharacterized LOC111114669
LOC111115025,1,rna-XM_022453602.1,0.0209453125,GO:0006810,0.00565,uncharacterized LOC111115025
LOC111115416,1,rna-XM_022454138.1,6.01821375,GO:0006810,0.00565,MOB-like protein phocein
LOC111122514,1,rna-XM_022464294.1,2.1551153125,GO:0006810,0.00565,ABC transporter G family member 23-like
LOC111125347,1,rna-XM_022469056.1,0.157019875,GO:0006810,0.00565,myosin-7-like
LOC111126445,1,rna-XM_022471105.1,1.1805133125,GO:0006810,0.00565,uncharacterized LOC111126445
LOC111126669,1,rna-XM_022471457.1,0.2551524375,GO:0006810,0.00565,uncharacterized LOC111126669
LOC111133425,1,rna-XM_022481849.1,3.0131990625,GO:0006810,0.00565,ABC transporter B family member 25-like
LOC111137130,1,rna-XM_022488432.1,1.0885765,GO:0006810,0.00565,cyclic nucleotide-gated cation channel beta-1-like
LOC111108451,1,rna-XM_022444349.1,1.7658873125,GO:0030317,0.00568,integrator complex subunit 13-like
LOC111108626,1,rna-XM_022444622.1,1.5949946875,GO:0030317,0.00568,integrator complex subunit 13-like
LOC111120071,1,rna-XM_022460731.1,0.49606575,GO:0030317,0.00568,tektin-3-like
LOC111120729,1,rna-XM_022461659.1,1.3317076875,GO:0030317,0.00568,tektin-3-like
LOC111125810,1,rna-XM_022469962.1,6.6008595625,GO:0030317,0.00568,uncharacterized LOC111125810
LOC111133393,1,rna-XM_022481750.1,0.202544,GO:0030317,0.00568,uncharacterized LOC111133393
LOC111134843,1,rna-XM_022484298.1,3.6304444375,GO:0030317,0.00568,dynein heavy chain 5
LOC111134864,1,rna-XM_022484361.1,0.4008288125,GO:0030317,0.00568,tektin-3-like
NA,NA,NA,NA,GO:0097722,0.00568,NA
NA,NA,NA,NA,GO:0051339,0.00579,NA
LOC111099101,1,rna-XM_022430465.1,4.5054673125,GO:0009792,0.00580,serine/threonine-protein kinase unc-51-like
LOC111106199,1,rna-XM_022440767.1,0.0679459375,GO:0009792,0.00580,uncharacterized LOC111106199
LOC111106339,1,rna-XM_022440986.1,0.2334701875,GO:0009792,0.00580,uncharacterized LOC111106339
LOC111114882,1,rna-XM_022453408.1,0.7426224375,GO:0009792,0.00580,uncharacterized LOC111114882
LOC111115299,1,rna-XM_022453993.1,0.5384000625,GO:0009792,0.00580,uncharacterized protein DDB_G0279979-like
LOC111119426,1,rna-XM_022459609.1,0.4577048125,GO:0009792,0.00580,collagen alpha-1(XXV) chain-like
LOC111119571,1,rna-XM_022459851.1,0.562407625,GO:0009792,0.00580,collagen alpha-1(XXV) chain-like
LOC111136024,1,rna-XM_022486622.1,0.178124125,GO:0009792,0.00580,uncharacterized protein DDB_G0279979-like
LOC111099483,1,rna-XM_022430772.1,30.410716875,GO:0007015,0.00582,disks large homolog 1-like
LOC111101719,1,rna-XM_022434310.1,0.019766875,GO:0007015,0.00582,uncharacterized LOC111101719
LOC111107224,1,rna-XM_022442309.1,0.1532558125,GO:0007015,0.00582,fibropellin-1-like
LOC111108704,1,rna-XM_022444742.1,0.0998985625,GO:0007015,0.00582,neurogenic locus notch homolog protein 1-like
LOC111121847,1,rna-XM_022463306.1,0.3228033125,GO:0007015,0.00582,fibropellin-1-like
LOC111122393,1,rna-XM_022464165.1,1.5465135,GO:0007015,0.00582,uncharacterized LOC111122393
LOC111125330,1,rna-XM_022469021.1,1.04413025,GO:0007015,0.00582,hemicentin-1-like
LOC111126149,1,rna-XM_022470578.1,7.677628375,GO:0007015,0.00582,protocadherin Fat 1-like
LOC111128885,1,rna-XM_022474849.1,2.92474,GO:0007015,0.00582,unconventional myosin-Ia-like
NA,NA,NA,NA,GO:0007617,0.00590,NA
LOC111111527,1,rna-XR_002636048.1,0.3225319375,GO:0046627,0.00596,receptor-type tyrosine-protein phosphatase epsilon-like
LOC111111943,1,rna-XM_022449150.1,0.23360125,GO:0046627,0.00596,uncharacterized LOC111111943
LOC111114499,1,rna-XM_022452830.1,0.0736738125,GO:0046627,0.00596,receptor-type tyrosine-protein phosphatase gamma-like
LOC111120921,1,rna-XM_022461967.1,3.66571275,GO:0046627,0.00596,tuberin-like
LOC111125124,1,rna-XM_022468617.1,1.6010404375,GO:0046627,0.00596,hamartin-like
LOC111125483,1,rna-XM_022469372.1,1.9608530625,GO:0046627,0.00596,hamartin-like
NA,NA,NA,NA,GO:1900077,0.00596,NA
LOC111107364,1,rna-XM_022442547.1,2.7054655,GO:0018095,0.00597,nicolin-1-like
LOC111119326,1,rna-XM_022459388.1,0.8333355625,GO:0018095,0.00597,tubulin polyglutamylase TTLL7-like
LOC111128698,1,rna-XM_022474474.1,0.9525905625,GO:0018095,0.00597,leucine-rich repeat-containing protein 49-like
LOC111128746,1,rna-XM_022474569.1,0.6923348125,GO:0018095,0.00597,leucine-rich repeat-containing protein 49-like
LOC111130353,1,rna-XM_022477353.1,1.271945375,GO:0018095,0.00597,tubulin polyglutamylase ttll6-like
NA,NA,NA,NA,GO:0032623,0.00597,NA
LOC111118990,1,rna-XM_022458732.1,3.695138375,GO:0051148,0.00597,polypyrimidine tract-binding protein 1-like
LOC111105420,1,rna-XM_022439705.1,0.0602895625,GO:0001775,0.00605,uncharacterized LOC111105420
LOC111138038,1,rna-XM_022489813.1,0.1364204375,GO:0001775,0.00605,uncharacterized LOC111138038
LOC111138407,1,rna-XM_022490357.1,0.0218730625,GO:0001775,0.00605,uncharacterized LOC111138407
NA,NA,NA,NA,GO:0019220,0.00606,NA
NA,NA,NA,NA,GO:0051174,0.00621,NA
LOC111112629,1,rna-XM_022450276.1,0.4836644375,GO:0035023,0.00627,uncharacterized LOC111112629
LOC111125429,1,rna-XM_022469217.1,1.0993346875,GO:0035023,0.00627,uncharacterized LOC111125429
LOC111128871,1,rna-XM_022474789.1,1.1402745,GO:0035023,0.00627,uncharacterized LOC111128871
LOC111129162,1,rna-XM_022475341.1,0.9787918125,GO:0035023,0.00627,uncharacterized LOC111129162
LOC111133350,1,rna-XM_022481673.1,8.595877,GO:0035023,0.00627,pleckstrin homology domain-containing family G member 5-like
LOC111135115,1,rna-XM_022484858.1,1.9109653125,GO:0035023,0.00627,pleckstrin homology domain-containing family G member 4B-like
LOC111137059,1,rna-XM_022488301.1,5.0229985,GO:0035023,0.00627,rho guanine nucleotide exchange factor 10-like protein
LOC111137825,1,rna-XM_022489506.1,4.0450214375,GO:0035023,0.00627,protein piccolo-like
LOC111112650,1,rna-XM_022450358.1,0.097211375,GO:0010832,0.00628,opioid-binding protein/cell adhesion molecule-like
LOC111115441,1,rna-XM_022454181.1,11.035272,GO:0010832,0.00628,histone deacetylase 4-like
LOC111120491,1,rna-XM_022461230.1,2.402183,GO:0010832,0.00628,class A basic helix-loop-helix protein 15-like
LOC111124893,1,rna-XM_022468206.1,0.1520994375,GO:0010832,0.00628,carcinoembryonic antigen-related cell adhesion molecule 5-like
LOC111112415,1,rna-XM_022449897.1,0.829871375,GO:0022400,0.00628,glycylpeptide N-tetradecanoyltransferase 2-like
LOC111137130,1,rna-XM_022488432.1,1.0885765,GO:0022400,0.00628,cyclic nucleotide-gated cation channel beta-1-like
NA,NA,NA,NA,GO:0051154,0.00628,NA
LOC111099747,1,rna-XM_022431201.1,0.3832295,GO:0007621,0.00629,homeobox protein abdominal-B-like
LOC111134772,1,rna-XM_022484128.1,0.8306716875,GO:0032240,0.00655,cGMP-specific 3'
LOC111113086,1,rna-XM_022451065.1,0.2965944375,GO:0043320,0.00655,ras-related protein Rab-27B-like
LOC111137969,1,rna-XM_022489701.1,0.462270625,GO:0043320,0.00655,protein unc-13 homolog D-like
LOC111103116,1,rna-XM_022436346.1,0.874926875,GO:0010506,0.00702,transmembrane protein 150B-A-like
LOC111112667,1,rna-XM_022450374.1,0.5234196875,GO:0010506,0.00702,uncharacterized LOC111112667
LOC111113756,1,rna-XM_022452055.1,1.0594530625,GO:0010506,0.00702,DNA damage-regulated autophagy modulator protein 1-like
LOC111118380,1,rna-XM_022457818.1,0.7407135,GO:0010506,0.00702,guanine nucleotide exchange C9orf72-like
LOC111119030,1,rna-XM_022458828.1,0.5806230625,GO:0010506,0.00702,guanine nucleotide exchange C9orf72-like
LOC111136189,1,rna-XM_022486906.1,1.4431718125,GO:0010506,0.00702,DNA damage-regulated autophagy modulator protein 1-like
NA,NA,NA,NA,GO:0007167,0.00709,NA
NA,NA,NA,NA,GO:0051349,0.00731,NA
LOC111100577,1,rna-XM_022432610.1,0.5324264375,GO:0016310,0.00747,uncharacterized LOC111100577
LOC111104484,1,rna-XM_022438463.1,0.4171013125,GO:0016310,0.00747,beta-2 adrenergic receptor-like
LOC111136052,1,rna-XM_022486631.1,0.418072875,GO:0016310,0.00747,uncharacterized LOC111136052
LOC111100219,1,rna-XR_002633956.1,0.9191849375,GO:0070374,0.00771,uncharacterized LOC111100219
LOC111102338,1,rna-XM_022435007.1,0.111932625,GO:0070374,0.00771,multiple epidermal growth factor-like domains protein 10
LOC111103848,1,rna-XM_022437401.1,0.240394375,GO:0070374,0.00771,uncharacterized LOC111103848
LOC111104484,1,rna-XM_022438463.1,0.4171013125,GO:0070374,0.00771,beta-2 adrenergic receptor-like
LOC111104529,1,rna-XM_022438533.1,0.400734875,GO:0070374,0.00771,uncharacterized LOC111104529
LOC111108145,1,rna-XM_022443758.1,4.7893415625,GO:0070374,0.00771,serine/threonine-protein kinase B-raf-like
LOC111110089,1,rna-XM_022446434.1,6.6737031875,GO:0070374,0.00771,beta-TrCP-like
LOC111115428,1,rna-XM_022454199.1,0.41463975,GO:0070374,0.00771,uncharacterized LOC111115428
LOC111118573,1,rna-XM_022458106.1,0.5153493125,GO:0070374,0.00771,uncharacterized LOC111118573
LOC111118622,1,rna-XM_022458179.1,0.420536125,GO:0070374,0.00771,uncharacterized LOC111118622
LOC111119621,1,rna-XM_022459986.1,3.2380585,GO:0070374,0.00771,uncharacterized LOC111119621
LOC111123983,1,rna-XM_022466782.1,5.5131075,GO:0070374,0.00771,rap guanine nucleotide exchange factor 1-like
LOC111127517,1,rna-XM_022472729.1,0.443046625,GO:0070374,0.00771,netrin receptor DCC-like
LOC111132115,1,rna-XM_022479812.1,1.95229,GO:0070374,0.00771,loricrin-like
LOC111132214,1,rna-XM_022479999.1,0.293651125,GO:0070374,0.00771,angiopoietin-1 receptor-like
LOC111132298,1,rna-XM_022480095.1,0.0202779375,GO:0070374,0.00771,multiple epidermal growth factor-like domains protein 11
LOC111133103,1,rna-XM_022481201.1,0.0542646875,GO:0070374,0.00771,uncharacterized LOC111133103
LOC111134790,1,rna-XM_022484159.1,6.00476475,GO:0070374,0.00771,loricrin-like
LOC111136355,1,rna-XM_022487160.1,0.148508875,GO:0070374,0.00771,protein draper-like
LOC111136358,1,rna-XR_002639726.1,0.0998133125,GO:0070374,0.00771,uncharacterized LOC111136358
LOC111113238,1,rna-XM_022451510.1,13.7019739375,GO:0007608,0.00803,protein scribble homolog
LOC111127485,1,rna-XM_022472677.1,1.15182,GO:0007608,0.00803,uncharacterized LOC111127485
LOC111133092,1,rna-XM_022481187.1,0.5504498125,GO:0007608,0.00803,metabotropic glutamate receptor 6-like
LOC111134300,1,rna-XM_022483205.1,2.1990731875,GO:0007608,0.00803,protein retinal degeneration B-like
LOC111134725,1,rna-XM_022484048.1,2.73290175,GO:0007608,0.00803,protein retinal degeneration B-like
LOC111137130,1,rna-XM_022488432.1,1.0885765,GO:0007608,0.00803,cyclic nucleotide-gated cation channel beta-1-like
LOC111121359,1,rna-XM_022462612.1,0.528599125,GO:0016236,0.00808,uncharacterized LOC111121359
LOC111122804,1,rna-XM_022464794.1,0.6787795625,GO:0016236,0.00808,uncharacterized LOC111122804
LOC111124612,1,rna-XM_022467626.1,5.4729458125,GO:0016236,0.00808,uncharacterized LOC111124612
LOC111133050,1,rna-XM_022481113.1,1.233427875,GO:0016236,0.00808,mitofusin-2-like
LOC111107224,1,rna-XM_022442309.1,0.1532558125,GO:0060429,0.00811,fibropellin-1-like
LOC111108704,1,rna-XM_022444742.1,0.0998985625,GO:0060429,0.00811,neurogenic locus notch homolog protein 1-like
LOC111121847,1,rna-XM_022463306.1,0.3228033125,GO:0060429,0.00811,fibropellin-1-like
LOC111133074,1,rna-XM_022481150.1,2.0885709375,GO:0060429,0.00811,39S ribosomal protein L35
NA,NA,NA,NA,GO:0016043,0.00815,NA
NA,NA,NA,NA,GO:0044087,0.00818,NA
LOC111100219,1,rna-XR_002633956.1,0.9191849375,GO:0051894,0.00831,uncharacterized LOC111100219
LOC111102338,1,rna-XM_022435007.1,0.111932625,GO:0051894,0.00831,multiple epidermal growth factor-like domains protein 10
LOC111104529,1,rna-XM_022438533.1,0.400734875,GO:0051894,0.00831,uncharacterized LOC111104529
LOC111123328,1,rna-XM_022465587.1,0.1485945,GO:0051894,0.00831,uncharacterized LOC111123328
LOC111125124,1,rna-XM_022468617.1,1.6010404375,GO:0051894,0.00831,hamartin-like
LOC111125483,1,rna-XM_022469372.1,1.9608530625,GO:0051894,0.00831,hamartin-like
LOC111126735,1,rna-XM_022471571.1,7.613030875,GO:0051894,0.00831,vascular endothelial growth factor C-like
LOC111132214,1,rna-XM_022479999.1,0.293651125,GO:0051894,0.00831,angiopoietin-1 receptor-like
LOC111132298,1,rna-XM_022480095.1,0.0202779375,GO:0051894,0.00831,multiple epidermal growth factor-like domains protein 11
LOC111133103,1,rna-XM_022481201.1,0.0542646875,GO:0051894,0.00831,uncharacterized LOC111133103
LOC111136355,1,rna-XM_022487160.1,0.148508875,GO:0051894,0.00831,protein draper-like
LOC111136358,1,rna-XR_002639726.1,0.0998133125,GO:0051894,0.00831,uncharacterized LOC111136358
NA,NA,NA,NA,GO:0150117,0.00831,NA
LOC111101163,1,rna-XM_022433511.1,0.378534125,GO:0001502,0.00837,uncharacterized LOC111101163
LOC111115409,1,rna-XM_022454131.1,0.09554725,GO:0001502,0.00837,tolloid-like protein 1
LOC111132115,1,rna-XM_022479812.1,1.95229,GO:0001502,0.00837,loricrin-like
LOC111134790,1,rna-XM_022484159.1,6.00476475,GO:0001502,0.00837,loricrin-like
LOC111125347,1,rna-XM_022469056.1,0.157019875,GO:0016202,0.00837,myosin-7-like
NA,NA,NA,NA,GO:0031282,0.00837,NA
LOC111106755,1,rna-XM_022441568.1,0.5178795,GO:0051496,0.00845,serine/threonine-protein kinase PAK 3-like
LOC111108145,1,rna-XM_022443758.1,4.7893415625,GO:0051496,0.00845,serine/threonine-protein kinase B-raf-like
LOC111125124,1,rna-XM_022468617.1,1.6010404375,GO:0051496,0.00845,hamartin-like
LOC111125483,1,rna-XM_022469372.1,1.9608530625,GO:0051496,0.00845,hamartin-like
LOC111132115,1,rna-XM_022479812.1,1.95229,GO:0051496,0.00845,loricrin-like
LOC111134790,1,rna-XM_022484159.1,6.00476475,GO:0051496,0.00845,loricrin-like
LOC111137059,1,rna-XM_022488301.1,5.0229985,GO:0051496,0.00845,rho guanine nucleotide exchange factor 10-like protein
NA,NA,NA,NA,GO:0014904,0.00847,NA
LOC111099899,1,rna-XM_022431404.1,0.155148875,GO:0045214,0.00899,cell adhesion molecule 2-like
LOC111100788,1,rna-XM_022432882.1,13.06688525,GO:0045214,0.00899,protein quaking-B-like
LOC111101036,1,rna-XM_022433291.1,16.898104125,GO:0045214,0.00899,protein hu-li tai shao-like
LOC111111446,1,rna-XM_022448440.1,0.1134779375,GO:0045214,0.00899,uncharacterized LOC111111446
LOC111118558,1,rna-XM_022458096.1,0.782555125,GO:0045214,0.00899,calcium-activated potassium channel slowpoke-like
LOC111124650,1,rna-XM_022467721.1,1.73114225,GO:0045214,0.00899,titin homolog
LOC111125330,1,rna-XM_022469021.1,1.04413025,GO:0045214,0.00899,hemicentin-1-like
LOC111132450,1,rna-XM_022480333.1,4.6166535,GO:0045214,0.00899,troponin T-like
NA,NA,NA,NA,GO:0071901,0.00899,NA
NA,NA,NA,NA,GO:1902903,0.00904,NA
LOC111127601,1,rna-XM_022472850.1,3.61450975,GO:0007638,0.00916,band 7 protein AGAP004871-like
LOC111127605,1,rna-XM_022472856.1,22.8359505625,GO:0007638,0.00916,erythrocyte band 7 integral membrane protein-like
LOC111127606,1,rna-XM_022472862.1,19.666533125,GO:0007638,0.00916,erythrocyte band 7 integral membrane protein-like
LOC111125596,1,rna-XM_022469572.1,2.49368525,GO:0009220,0.00916,adenylate kinase isoenzyme 5-like
LOC111122016,1,rna-XM_022463538.1,2.208433125,GO:0010469,0.00916,cAMP-specific 3'
LOC111122342,1,rna-XM_022464074.1,1.2340983125,GO:0010469,0.00916,cAMP-specific 3'
LOC111101541,1,rna-XM_022434063.1,2.3758458125,GO:0050896,0.00938,transient receptor potential cation channel subfamily A member 1 homolog
LOC111108197,1,rna-XM_022443868.1,0.112106875,GO:0050896,0.00938,SCO-spondin-like
LOC111111446,1,rna-XM_022448440.1,0.1134779375,GO:0050896,0.00938,uncharacterized LOC111111446
LOC111114661,1,rna-XM_022453065.1,0.3266389375,GO:0050896,0.00938,sodium/potassium/calcium exchanger 3-like
LOC111115402,1,rna-XR_002636817.1,0.0319730625,GO:0050896,0.00938,uncharacterized LOC111115402
LOC111124554,1,rna-XM_022467510.1,1.1644963125,GO:0050896,0.00938,myosin-IIIb-like
LOC111124679,1,rna-XM_022467775.1,0.0467295,GO:0050896,0.00938,hemicentin-2-like
LOC111124871,1,rna-XM_022468125.1,0.2091133125,GO:0050896,0.00938,prion-like-(Q/N-rich) domain-bearing protein 25
LOC111124935,1,rna-XM_022468247.1,0.8553648125,GO:0050896,0.00938,uncharacterized LOC111124935
LOC111126251,1,rna-XM_022470748.1,0.180912125,GO:0050896,0.00938,hemicentin-1-like
LOC111126252,1,rna-XM_022470754.1,0.1797039375,GO:0050896,0.00938,hemicentin-1-like
LOC111129121,1,rna-XM_022475246.1,1.0476956875,GO:0050896,0.00938,sodium/potassium/calcium exchanger 1-like
LOC111129267,1,rna-XM_022475537.1,1.819728,GO:0050896,0.00938,myosin-IIIb-like
LOC111130151,1,rna-XM_022476886.1,2.453484875,GO:0050896,0.00938,cyclic nucleotide-gated cation channel alpha-3-like
LOC111130283,1,rna-XM_022477127.1,0.869388875,GO:0050896,0.00938,sodium/potassium/calcium exchanger 1-like
LOC111134775,1,rna-XM_022484130.1,0.0759925,GO:0050896,0.00938,SCO-spondin-like
LOC111107757,1,rna-XM_022443099.1,33.159413625,GO:0007173,0.00942,neuroglian-like
LOC111108642,1,rna-XM_022444646.1,0.4652440625,GO:0007173,0.00942,neuroglian-like
LOC111115428,1,rna-XM_022454199.1,0.41463975,GO:0007173,0.00942,uncharacterized LOC111115428
LOC111117760,1,rna-XM_022457003.1,2.277719125,GO:0007173,0.00942,disintegrin and metalloproteinase domain-containing protein 10-like
LOC111118573,1,rna-XM_022458106.1,0.5153493125,GO:0007173,0.00942,uncharacterized LOC111118573
LOC111118622,1,rna-XM_022458179.1,0.420536125,GO:0007173,0.00942,uncharacterized LOC111118622
LOC111119621,1,rna-XM_022459986.1,3.2380585,GO:0007173,0.00942,uncharacterized LOC111119621
LOC111125171,1,rna-XM_022468707.1,1.284774,GO:0007173,0.00942,kinesin-like protein KIF16B
LOC111127471,1,rna-XM_022472656.1,7.152608875,GO:0007173,0.00942,epidermal growth factor receptor-like
LOC111131634,1,rna-XM_022479255.1,0.222829625,GO:0007173,0.00942,uncharacterized LOC111131634
NA,NA,NA,NA,GO:0038127,0.00942,NA
LOC111100523,1,rna-XM_022432487.1,3.9472214375,GO:0040029,0.00970,acetyl-CoA carboxylase-like
LOC111103234,1,rna-XM_022436318.1,1.5305634375,GO:0040029,0.00970,ubiquinone biosynthesis protein COQ9
LOC111103518,1,rna-XM_022436854.1,3.0810581875,GO:0040029,0.00970,ubiquinone biosynthesis protein COQ9
LOC111115441,1,rna-XM_022454181.1,11.035272,GO:0040029,0.00970,histone deacetylase 4-like
LOC111099101,1,rna-XM_022430465.1,4.5054673125,GO:0006468,0.00971,serine/threonine-protein kinase unc-51-like
LOC111101163,1,rna-XM_022433511.1,0.378534125,GO:0006468,0.00971,uncharacterized LOC111101163
LOC111101719,1,rna-XM_022434310.1,0.019766875,GO:0006468,0.00971,uncharacterized LOC111101719
LOC111102982,1,rna-XM_022435943.1,0.031849,GO:0006468,0.00971,platelet endothelial aggregation receptor 1-like
LOC111103646,1,rna-XM_022437048.1,0.75597,GO:0006468,0.00971,proto-oncogene tyrosine-protein kinase ROS-like
LOC111103664,1,rna-XM_022437085.1,0.6740961875,GO:0006468,0.00971,uncharacterized LOC111103664
LOC111104794,1,rna-XM_022438931.1,0.37175475,GO:0006468,0.00971,uncharacterized LOC111104794
LOC111106339,1,rna-XM_022440986.1,0.2334701875,GO:0006468,0.00971,uncharacterized LOC111106339
LOC111106755,1,rna-XM_022441568.1,0.5178795,GO:0006468,0.00971,serine/threonine-protein kinase PAK 3-like
LOC111108145,1,rna-XM_022443758.1,4.7893415625,GO:0006468,0.00971,serine/threonine-protein kinase B-raf-like
LOC111109755,1,rna-XM_022445984.1,22.065138875,GO:0006468,0.00971,serine/threonine-protein kinase WNK3-like
LOC111110782,1,rna-XM_022447392.1,0.3612301875,GO:0006468,0.00971,uncharacterized LOC111110782
LOC111110880,1,rna-XM_022447534.1,0.353864,GO:0006468,0.00971,tyrosine-protein kinase Fer-like
LOC111112629,1,rna-XM_022450276.1,0.4836644375,GO:0006468,0.00971,uncharacterized LOC111112629
LOC111114882,1,rna-XM_022453408.1,0.7426224375,GO:0006468,0.00971,uncharacterized LOC111114882
LOC111117760,1,rna-XM_022457003.1,2.277719125,GO:0006468,0.00971,disintegrin and metalloproteinase domain-containing protein 10-like
LOC111118004,1,rna-XM_022457269.1,147.05907225,GO:0006468,0.00971,MAP kinase-interacting serine/threonine-protein kinase 1-like
LOC111119669,1,rna-XM_022460079.1,12.730769,GO:0006468,0.00971,rho-associated protein kinase 2-like
LOC111119845,1,rna-XM_022460369.1,2.983012625,GO:0006468,0.00971,serine/threonine-protein kinase Sgk1-like
LOC111120610,1,rna-XM_022461458.1,0.653023375,GO:0006468,0.00971,receptor-type guanylate cyclase Gyc76C-like
LOC111122368,1,rna-XM_022464127.1,0.3521349375,GO:0006468,0.00971,uncharacterized LOC111122368
LOC111123343,1,rna-XM_022465619.1,0.4946115,GO:0006468,0.00971,serine/threonine-protein kinase TNNI3K-like
LOC111125014,1,rna-XM_022468418.1,20.539122,GO:0006468,0.00971,activin receptor type-1-like
LOC111128082,1,rna-XM_022473499.1,4.9424435625,GO:0006468,0.00971,serine/threonine-protein kinase MRCK alpha-like
LOC111129876,1,rna-XM_022476377.1,5.614017125,GO:0006468,0.00971,rho-associated protein kinase 1-like
LOC111130266,1,rna-XM_022477097.1,31.9683109375,GO:0006468,0.00971,RAC-gamma serine/threonine-protein kinase-like
LOC111132798,1,rna-XM_022480621.1,16.4229034375,GO:0006468,0.00971,serine/threonine-protein kinase mig-15-like
LOC111135397,1,rna-XM_022485423.1,0.12131475,GO:0006468,0.00971,sucrose non-fermenting protein kinase 1-like
LOC111136017,1,rna-XM_022486580.1,7.86460475,GO:0006468,0.00971,tyrosine-protein kinase PR2-like
LOC111137032,1,rna-XM_022488259.1,12.16766225,GO:0006468,0.00971,cyclin-dependent kinase 11B-like
LOC111103337,1,rna-XM_022436524.1,1.9772834375,GO:0045921,0.00972,syntaxin-binding protein 5-like
LOC111113086,1,rna-XM_022451065.1,0.2965944375,GO:0045921,0.00972,ras-related protein Rab-27B-like
LOC111137969,1,rna-XM_022489701.1,0.462270625,GO:0045921,0.00972,protein unc-13 homolog D-like
NA,NA,NA,NA,GO:0010454,0.00998,NA
LOC111099047,1,rna-XM_022430390.1,2.869439125,GO:0015804,0.00998,b(0
LOC111125293,1,rna-XM_022468910.1,11.781724375,GO:0015804,0.00998,large neutral amino acids transporter small subunit 1-like
LOC111128281,1,rna-XM_022473829.1,0.9914089375,GO:0015804,0.00998,uncharacterized LOC111128281
LOC111134636,1,rna-XM_022483863.1,2.51465875,GO:0015804,0.00998,b(0
