gene_name,meth.diff,GO,p.value,product
LOC111135275,52,GO:0051056,0.00086,angiomotin-like
LOC111135275,-51,GO:0051056,0.00086,angiomotin-like
LOC111100962,51,GO:0051056,0.00086,protein ECT2-like
LOC111110347,-52,GO:0051056,0.00086,SLIT-ROBO Rho GTPase-activating protein 1-like
LOC111107307,53,GO:0051056,0.00086,FYVE
LOC111100631,-64,GO:0006903,0.00086,uncharacterized LOC111100631
LOC111132028,-53,GO:0007041,0.00087,vacuolar protein sorting-associated protein 53 homolog
LOC111132028,-50,GO:0007041,0.00087,vacuolar protein sorting-associated protein 53 homolog
LOC111117970,-65,GO:2000060,0.00091,focal adhesion kinase 1-like
LOC111117970,-50,GO:2000060,0.00091,focal adhesion kinase 1-like
LOC111127137,-52,GO:0007420,0.00092,retinoic acid receptor alpha-like
LOC111119382,51,GO:0007420,0.00092,nipped-B-like protein
LOC111119382,62,GO:0007420,0.00092,nipped-B-like protein
LOC111119225,-63,GO:0007420,0.00092,uncharacterized LOC111119225
LOC111122107,-53,GO:0007420,0.00092,cystinosin-like
LOC111124939,50,GO:0007420,0.00092,centrosome-associated protein CEP250-like
LOC111135949,-53,GO:0007420,0.00092,neurofibromin-like
LOC111137968,-54,GO:0007420,0.00092,DNA fragmentation factor subunit beta-like
LOC111132939,-50,GO:0007420,0.00092,agrin-like
LOC111132939,-51,GO:0007420,0.00092,agrin-like
LOC111101023,62,GO:0007420,0.00092,serine/threonine-protein kinase 36-like
LOC111106023,56,GO:0007420,0.00092,plexin-B2-like
LOC111111977,59,GO:0007420,0.00092,nuclear receptor ROR-beta-like
LOC111111318,53,GO:0007420,0.00092,D-3-phosphoglycerate dehydrogenase-like
LOC111120139,-52,GO:0060322,0.00097,GPI inositol-deacylase-like
LOC111120657,56,GO:0035608,0.00109,cytosolic carboxypeptidase-like protein 5
LOC111110360,51,GO:0034504,0.00109,smoothened homolog
LOC111118911,80,GO:0016050,0.00114,sorting nexin-8-like
LOC111118850,-67,GO:0016050,0.00114,serine/arginine repetitive matrix protein 2-like
LOC111127397,-52,GO:0032436,0.00118,E3 ubiquitin-protein ligase RNF19A-like
LOC111124998,50,GO:0032436,0.00118,ankyrin repeat and IBR domain-containing protein 1-like
LOC111124919,66,GO:0032436,0.00118,ankyrin repeat and IBR domain-containing protein 1-like
LOC111128564,-59,GO:0032436,0.00118,E3 SUMO-protein ligase PIAS2-like
LOC111137330,50,GO:0032436,0.00118,aurora kinase A-like
LOC111107387,71,GO:0032436,0.00118,leucine-rich repeat serine/threonine-protein kinase 2-like
LOC111109652,58,GO:0032436,0.00118,probable E3 ubiquitin-protein ligase ARI9
LOC111109652,56,GO:0032436,0.00118,probable E3 ubiquitin-protein ligase ARI9
LOC111109652,52,GO:0032436,0.00118,probable E3 ubiquitin-protein ligase ARI9
LOC111109652,-50,GO:0032436,0.00118,probable E3 ubiquitin-protein ligase ARI9
LOC111111117,-54,GO:0032436,0.00118,kelch-like protein 41
LOC111111633,-51,GO:0032436,0.00118,NAD-dependent protein deacetylase sirtuin-2-like
LOC111115508,-62,GO:0090307,0.00118,kinesin-II 95 kDa subunit-like
LOC111120125,-72,GO:0090307,0.00118,spindle and centriole-associated protein 1-like
LOC111125791,-62,GO:0090307,0.00118,golgin subfamily A member 2-like
LOC111137059,66,GO:0090307,0.00118,rho guanine nucleotide exchange factor 10-like protein
LOC111107913,52,GO:0090307,0.00118,filamin-A-like
LOC111107913,53,GO:0090307,0.00118,filamin-A-like
LOC111110360,51,GO:0021953,0.00121,smoothened homolog
LOC111130938,52,GO:0016310,0.00123,ALK tyrosine kinase receptor-like
LOC111133422,51,GO:0016310,0.00123,sedoheptulokinase-like
LOC111107387,71,GO:0016310,0.00123,leucine-rich repeat serine/threonine-protein kinase 2-like
LOC111128971,-52,GO:0051726,0.00137,double-stranded RNA-specific editase 1-like
LOC111128971,-54,GO:0051726,0.00137,double-stranded RNA-specific editase 1-like
LOC111117050,51,GO:0051726,0.00137,serine/threonine-protein kinase greatwall-like
LOC111113238,-55,GO:0051726,0.00137,protein scribble homolog
LOC111113238,53,GO:0051726,0.00137,protein scribble homolog
LOC111110677,-57,GO:0051726,0.00137,homeodomain-interacting protein kinase 2-like
LOC111119997,52,GO:0051726,0.00137,uncharacterized LOC111119997
LOC111123666,-51,GO:0051726,0.00137,nuclear pore complex protein Nup214-like
LOC111123666,52,GO:0051726,0.00137,nuclear pore complex protein Nup214-like
LOC111125124,55,GO:0051726,0.00137,hamartin-like
LOC111129524,50,GO:0051726,0.00137,endoribonuclease Dicer-like
LOC111135434,-72,GO:0051726,0.00137,retinoblastoma-like protein 1
LOC111135434,-75,GO:0051726,0.00137,retinoblastoma-like protein 1
LOC111135912,-70,GO:0051726,0.00137,ribosome biogenesis protein bop1-A-like
LOC111111633,-51,GO:0051726,0.00137,NAD-dependent protein deacetylase sirtuin-2-like
LOC111109628,60,GO:0006914,0.00140,DNA damage-regulated autophagy modulator protein 2-like
LOC111109628,63,GO:0006914,0.00140,DNA damage-regulated autophagy modulator protein 2-like
LOC111133511,50,GO:0006914,0.00140,transmembrane 9 superfamily member 1-like
LOC111119828,55,GO:0006914,0.00140,WD repeat domain phosphoinositide-interacting protein 4-like
LOC111120390,51,GO:0006914,0.00140,annexin A4-like
LOC111120559,-56,GO:0006914,0.00140,annexin A7-like
LOC111126580,-50,GO:0006914,0.00140,annexin A4-like
LOC111126580,-63,GO:0006914,0.00140,annexin A4-like
LOC111126911,54,GO:0006914,0.00140,ETS translocation variant 5-like
LOC111130633,69,GO:0006914,0.00140,guanine nucleotide exchange protein SMCR8-like
LOC111130633,59,GO:0006914,0.00140,guanine nucleotide exchange protein SMCR8-like
LOC111127879,-56,GO:0006914,0.00140,phosphatidylinositol 3-kinase catalytic subunit type 3-like
LOC111131208,57,GO:0006914,0.00140,WD repeat-containing protein 41-like
LOC111135619,63,GO:0006914,0.00140,ubiquitin carboxyl-terminal hydrolase 10-like
LOC111135619,64,GO:0006914,0.00140,ubiquitin carboxyl-terminal hydrolase 10-like
LOC111135619,55,GO:0006914,0.00140,ubiquitin carboxyl-terminal hydrolase 10-like
LOC111107387,71,GO:0006914,0.00140,leucine-rich repeat serine/threonine-protein kinase 2-like
LOC111110204,56,GO:0006914,0.00140,optineurin-like
LOC111118382,58,GO:0043687,0.00145,COP9 signalosome complex subunit 3-like
LOC111129830,51,GO:0043687,0.00145,uncharacterized LOC111129830
LOC111135857,52,GO:0043687,0.00145,F-box/WD repeat-containing protein 1A-like
LOC111100583,-51,GO:0043687,0.00145,ceruloplasmin-like
LOC111103787,61,GO:0043687,0.00145,cullin-5-like
LOC111106311,52,GO:0043687,0.00145,F-box only protein 32-like
LOC111108089,53,GO:0043687,0.00145,F-box/LRR-repeat protein 13-like
LOC111108089,-50,GO:0043687,0.00145,F-box/LRR-repeat protein 13-like
LOC111108238,65,GO:0043687,0.00145,uncharacterized LOC111108238
LOC111137104,-58,GO:0045893,0.00148,SWI/SNF complex subunit SMARCC2-like
LOC111130344,51,GO:0045893,0.00148,nuclear factor erythroid 2-related factor 2-like
LOC111135788,53,GO:0045893,0.00148,cullin-associated NEDD8-dissociated protein 1-like
LOC111135788,50,GO:0045893,0.00148,cullin-associated NEDD8-dissociated protein 1-like
LOC111102833,-52,GO:0045893,0.00148,zinc finger E-box-binding homeobox 1-like
LOC111110677,-57,GO:0045893,0.00148,homeodomain-interacting protein kinase 2-like
LOC111127118,-52,GO:0045893,0.00148,nuclear receptor ROR-beta-like
LOC111127137,-52,GO:0045893,0.00148,retinoic acid receptor alpha-like
LOC111121980,-62,GO:0045893,0.00148,nuclear pore complex protein Nup85-like
LOC111118300,-58,GO:0045893,0.00148,histone acetyltransferase KAT6B-like
LOC111119225,-63,GO:0045893,0.00148,uncharacterized LOC111119225
LOC111124939,50,GO:0045893,0.00148,centrosome-associated protein CEP250-like
LOC111128642,-54,GO:0045893,0.00148,transcriptional-regulating factor 1-like
LOC111128989,52,GO:0045893,0.00148,uncharacterized LOC111128989
LOC111128564,-59,GO:0045893,0.00148,E3 SUMO-protein ligase PIAS2-like
LOC111128837,-54,GO:0045893,0.00148,lysine-specific demethylase 5A-like
LOC111130645,51,GO:0045893,0.00148,Bloom syndrome protein homolog
LOC111133006,51,GO:0045893,0.00148,centrosomal protein of 290 kDa-like
LOC111133006,57,GO:0045893,0.00148,centrosomal protein of 290 kDa-like
LOC111136015,53,GO:0045893,0.00148,lysine--tRNA ligase-like
LOC111136015,54,GO:0045893,0.00148,lysine--tRNA ligase-like
LOC111133472,-52,GO:0045893,0.00148,tumor protein 63-like
LOC111135857,52,GO:0045893,0.00148,F-box/WD repeat-containing protein 1A-like
LOC111100403,53,GO:0045893,0.00148,uncharacterized LOC111100403
LOC111100403,61,GO:0045893,0.00148,uncharacterized LOC111100403
LOC111100406,61,GO:0045893,0.00148,uncharacterized LOC111100406
LOC111105527,50,GO:0045893,0.00148,tRNA wybutosine-synthesizing protein 5-like
LOC111104779,-54,GO:0045893,0.00148,uncharacterized LOC111104779
LOC111111977,59,GO:0045893,0.00148,nuclear receptor ROR-beta-like
LOC111111034,51,GO:0045893,0.00148,interleukin enhancer-binding factor 2-like
LOC111111034,52,GO:0045893,0.00148,interleukin enhancer-binding factor 2-like
LOC111111034,50,GO:0045893,0.00148,interleukin enhancer-binding factor 2-like
LOC111115356,54,GO:0045893,0.00148,breast cancer type 1 susceptibility protein homolog
LOC111115356,-50,GO:0045893,0.00148,breast cancer type 1 susceptibility protein homolog
LOC111115356,52,GO:0045893,0.00148,breast cancer type 1 susceptibility protein homolog
LOC111123818,-51,GO:0010501,0.00150,protein argonaute-2-like
LOC111123818,65,GO:0010501,0.00150,protein argonaute-2-like
LOC111122389,-53,GO:0010501,0.00150,probable ATP-dependent RNA helicase DDX43
LOC111122389,66,GO:0010501,0.00150,probable ATP-dependent RNA helicase DDX43
LOC111120054,-50,GO:0010501,0.00150,probable ATP-dependent RNA helicase DDX46
LOC111120054,50,GO:0010501,0.00150,probable ATP-dependent RNA helicase DDX46
LOC111126417,-55,GO:0010501,0.00150,probable ATP-dependent RNA helicase DDX31
LOC111126417,56,GO:0010501,0.00150,probable ATP-dependent RNA helicase DDX31
LOC111128233,-52,GO:0010501,0.00150,probable ATP-dependent RNA helicase DDX49
LOC111135819,50,GO:0010501,0.00150,ATP-dependent RNA helicase DDX1-like
LOC111135819,-52,GO:0010501,0.00150,ATP-dependent RNA helicase DDX1-like
LOC111100588,-52,GO:0010501,0.00150,helicase POLQ-like
LOC111100588,-58,GO:0010501,0.00150,helicase POLQ-like
LOC111103448,-53,GO:0010501,0.00150,probable ATP-dependent RNA helicase DDX10
LOC111112987,53,GO:0010501,0.00150,ATP-dependent RNA helicase DDX42-like
LOC111121674,-51,GO:0043967,0.00150,N-alpha-acetyltransferase 60-like
LOC111136406,-54,GO:0043967,0.00150,YEATS domain-containing protein 4-like
LOC111136406,-52,GO:0043967,0.00150,YEATS domain-containing protein 4-like
LOC111136084,56,GO:0043967,0.00150,chromodomain-helicase-DNA-binding protein Mi-2 homolog
LOC111117050,51,GO:0035556,0.00150,serine/threonine-protein kinase greatwall-like
LOC111122823,63,GO:0035556,0.00150,diacylglycerol kinase beta-like
LOC111137026,53,GO:0035556,0.00150,SH3 domain-binding protein 5-like
LOC111120015,-54,GO:0035556,0.00150,serine/threonine-protein kinase NIM1-like
LOC111120680,50,GO:0035556,0.00150,dual specificity testis-specific protein kinase 2-like
LOC111120759,-51,GO:0035556,0.00150,uncharacterized LOC111120759
LOC111120759,50,GO:0035556,0.00150,uncharacterized LOC111120759
LOC111120320,52,GO:0035556,0.00150,leucine-rich repeat serine/threonine-protein kinase 1-like
LOC111120320,-55,GO:0035556,0.00150,leucine-rich repeat serine/threonine-protein kinase 1-like
LOC111120320,-51,GO:0035556,0.00150,leucine-rich repeat serine/threonine-protein kinase 1-like
LOC111120341,55,GO:0035556,0.00150,microtubule-associated serine/threonine-protein kinase 2-like
LOC111122832,-57,GO:0035556,0.00150,uncharacterized LOC111122832
LOC111122832,-58,GO:0035556,0.00150,uncharacterized LOC111122832
LOC111131555,-52,GO:0035556,0.00150,unconventional myosin-IXb-like
LOC111128082,-50,GO:0035556,0.00150,serine/threonine-protein kinase MRCK alpha-like
LOC111128082,-51,GO:0035556,0.00150,serine/threonine-protein kinase MRCK alpha-like
LOC111130297,54,GO:0035556,0.00150,A-kinase anchor protein 13-like
LOC111130217,-54,GO:0035556,0.00150,MAPK/MAK/MRK overlapping kinase-like
LOC111136960,58,GO:0035556,0.00150,atrial natriuretic peptide receptor 1-like
LOC111134634,62,GO:0035556,0.00150,GATOR complex protein DEPDC5-like
LOC111134634,-50,GO:0035556,0.00150,GATOR complex protein DEPDC5-like
LOC111134328,-69,GO:0035556,0.00150,protein kinase C iota type-like
LOC111100441,61,GO:0035556,0.00150,uncharacterized LOC111100441
LOC111100962,51,GO:0035556,0.00150,protein ECT2-like
LOC111103799,55,GO:0035556,0.00150,serine/threonine-protein kinase 33-like
LOC111103799,-51,GO:0035556,0.00150,serine/threonine-protein kinase 33-like
LOC111106022,56,GO:0035556,0.00150,plexin-B1-like
LOC111107387,71,GO:0035556,0.00150,leucine-rich repeat serine/threonine-protein kinase 2-like
LOC111107088,-50,GO:0035556,0.00150,ras association domain-containing protein 1-like
LOC111112627,-60,GO:0035556,0.00150,uncharacterized LOC111112627
LOC111112627,-53,GO:0035556,0.00150,uncharacterized LOC111112627
LOC111112615,-50,GO:0035556,0.00150,uncharacterized LOC111112615
LOC111113264,-64,GO:0035556,0.00150,5'-AMP-activated protein kinase subunit gamma-2-like
LOC111113387,56,GO:0035556,0.00150,serine/threonine-protein kinase tousled-like 2
LOC111113385,54,GO:0035556,0.00150,serine/threonine-protein kinase tousled-like 2
LOC111133592,-54,GO:0072657,0.00151,ras-related protein Rab-32-like
LOC111133592,-58,GO:0072657,0.00151,ras-related protein Rab-32-like
LOC111132966,52,GO:0010970,0.00152,dynactin subunit 1-like
LOC111100511,-67,GO:0000122,0.00153,immunoglobulin-binding protein 1-like
LOC111100511,-58,GO:0000122,0.00153,immunoglobulin-binding protein 1-like
LOC111133491,55,GO:0000122,0.00153,OTU domain-containing protein 7A-like
LOC111133491,-57,GO:0000122,0.00153,OTU domain-containing protein 7A-like
LOC111113238,-55,GO:0000122,0.00153,protein scribble homolog
LOC111113238,53,GO:0000122,0.00153,protein scribble homolog
LOC111102833,-52,GO:0000122,0.00153,zinc finger E-box-binding homeobox 1-like
LOC111137225,-71,GO:0000122,0.00153,PHD finger protein 14-like
LOC111110677,-57,GO:0000122,0.00153,homeodomain-interacting protein kinase 2-like
LOC111110360,51,GO:0000122,0.00153,smoothened homolog
LOC111132097,-69,GO:0000122,0.00153,LIM domain only protein 3-like
LOC111132097,-52,GO:0000122,0.00153,LIM domain only protein 3-like
LOC111135160,-52,GO:0000122,0.00153,protein timeless homolog
LOC111108216,-50,GO:0000122,0.00153,zinc finger E-box-binding homeobox 2-like
LOC111122348,55,GO:0000122,0.00153,putative ankyrin repeat protein RF_0381
LOC111122348,51,GO:0000122,0.00153,putative ankyrin repeat protein RF_0381
LOC111118012,52,GO:0000122,0.00153,coiled-coil and C2 domain-containing protein 1-like
LOC111118796,-52,GO:0000122,0.00153,nucleoprotein TPR-like
LOC111119382,51,GO:0000122,0.00153,nipped-B-like protein
LOC111119382,62,GO:0000122,0.00153,nipped-B-like protein
LOC111118832,-51,GO:0000122,0.00153,zinc finger protein GLIS3-like
LOC111125795,-51,GO:0000122,0.00153,poly [ADP-ribose] polymerase 14-like
LOC111129524,50,GO:0000122,0.00153,endoribonuclease Dicer-like
LOC111131704,-62,GO:0000122,0.00153,dual specificity mitogen-activated protein kinase kinase 5-like
LOC111129287,-54,GO:0000122,0.00153,breast cancer metastasis-suppressor 1-like protein
LOC111128559,-58,GO:0000122,0.00153,methyl-CpG-binding domain protein 2-like
LOC111128564,-59,GO:0000122,0.00153,E3 SUMO-protein ligase PIAS2-like
LOC111128837,-54,GO:0000122,0.00153,lysine-specific demethylase 5A-like
LOC111136295,-71,GO:0000122,0.00153,uncharacterized LOC111136295
LOC111136295,52,GO:0000122,0.00153,uncharacterized LOC111136295
LOC111137343,53,GO:0000122,0.00153,E3 ubiquitin-protein ligase TRIM37-like
LOC111137343,64,GO:0000122,0.00153,E3 ubiquitin-protein ligase TRIM37-like
LOC111137343,-53,GO:0000122,0.00153,E3 ubiquitin-protein ligase TRIM37-like
LOC111137343,-52,GO:0000122,0.00153,E3 ubiquitin-protein ligase TRIM37-like
LOC111136943,-52,GO:0000122,0.00153,interferon regulatory factor 8-like
LOC111133472,-52,GO:0000122,0.00153,tumor protein 63-like
LOC111135434,-72,GO:0000122,0.00153,retinoblastoma-like protein 1
LOC111135434,-75,GO:0000122,0.00153,retinoblastoma-like protein 1
LOC111134594,56,GO:0000122,0.00153,nucleolar complex protein 2 homolog
LOC111135881,-53,GO:0000122,0.00153,transcription factor 25-like
LOC111132479,51,GO:0000122,0.00153,uncharacterized LOC111132479
LOC111135642,-57,GO:0000122,0.00153,zinc finger protein 83-like
LOC111132503,-51,GO:0000122,0.00153,chromodomain-helicase-DNA-binding protein Mi-2 homolog
LOC111134835,55,GO:0000122,0.00153,homeodomain-only protein-like
LOC111134076,50,GO:0000122,0.00153,FK506-binding protein 3-like
LOC111100561,-61,GO:0000122,0.00153,probable ubiquitin carboxyl-terminal hydrolase FAF-X
LOC111104374,53,GO:0000122,0.00153,transcription factor E2F7-like
LOC111103859,61,GO:0000122,0.00153,uncharacterized LOC111103859
LOC111103859,58,GO:0000122,0.00153,uncharacterized LOC111103859
LOC111103859,54,GO:0000122,0.00153,uncharacterized LOC111103859
LOC111107565,-54,GO:0000122,0.00153,host cell factor 1-like
LOC111108707,-51,GO:0000122,0.00153,fibropellin-1-like
LOC111110366,55,GO:0000122,0.00153,uncharacterized LOC111110366
LOC111106097,52,GO:0000122,0.00153,retinoic acid receptor beta-like
LOC111106097,-67,GO:0000122,0.00153,retinoic acid receptor beta-like
LOC111106097,-53,GO:0000122,0.00153,retinoic acid receptor beta-like
LOC111108180,-51,GO:0000122,0.00153,zinc finger and BTB domain-containing protein 49-like
LOC111108180,-52,GO:0000122,0.00153,zinc finger and BTB domain-containing protein 49-like
LOC111111633,-51,GO:0000122,0.00153,NAD-dependent protein deacetylase sirtuin-2-like
LOC111112743,-50,GO:0000122,0.00153,telomere-associated protein RIF1-like
LOC111118303,51,GO:0007264,0.00153,rap1 GTPase-GDP dissociation stimulator 1-B-like
LOC111120320,52,GO:0007264,0.00153,leucine-rich repeat serine/threonine-protein kinase 1-like
LOC111120320,-55,GO:0007264,0.00153,leucine-rich repeat serine/threonine-protein kinase 1-like
LOC111120320,-51,GO:0007264,0.00153,leucine-rich repeat serine/threonine-protein kinase 1-like
LOC111125048,51,GO:0007264,0.00153,guanine nucleotide exchange factor VAV2-like
LOC111125960,50,GO:0007264,0.00153,ral guanine nucleotide dissociation stimulator-like
LOC111137094,79,GO:0007264,0.00153,dedicator of cytokinesis protein 1-like
LOC111138340,56,GO:0007264,0.00153,rho-related BTB domain-containing protein 1-like
LOC111138340,55,GO:0007264,0.00153,rho-related BTB domain-containing protein 1-like
LOC111108105,-55,GO:0007264,0.00153,glutamic acid-rich protein-like
LOC111107387,71,GO:0007264,0.00153,leucine-rich repeat serine/threonine-protein kinase 2-like
LOC111112627,-60,GO:0007264,0.00153,uncharacterized LOC111112627
LOC111112627,-53,GO:0007264,0.00153,uncharacterized LOC111112627
LOC111112615,-50,GO:0007264,0.00153,uncharacterized LOC111112615
LOC111113270,51,GO:0007264,0.00153,ADP-ribosylation factor-like protein 5B
LOC111125999,62,GO:0030900,0.00154,protocadherin-9-like
LOC111124939,50,GO:0007099,0.00161,centrosome-associated protein CEP250-like
LOC111133898,-66,GO:0007099,0.00161,uncharacterized LOC111133898
LOC111122539,62,GO:0021954,0.00161,copper-transporting ATPase 1-like
LOC111129077,52,GO:0021954,0.00161,non-lysosomal glucosylceramidase-like
LOC111120783,-53,GO:0007034,0.00176,charged multivesicular body protein 5-like
LOC111102907,73,GO:0007034,0.00176,charged multivesicular body protein 2a-like
LOC111135976,57,GO:0009132,0.00183,uncharacterized Nudix hydrolase NudL-like
LOC111119225,-63,GO:0006352,0.00189,uncharacterized LOC111119225
LOC111135967,54,GO:0016197,0.00197,sorting nexin-33-like
LOC111120903,53,GO:0016197,0.00197,vacuolar protein sorting-associated protein 28 homolog
LOC111131470,-59,GO:0016197,0.00197,AP-5 complex subunit beta-1-like
LOC111131470,-58,GO:0016197,0.00197,AP-5 complex subunit beta-1-like
LOC111109622,53,GO:0016197,0.00197,WASH complex subunit 4-like
LOC111119358,58,GO:0035065,0.00203,poly(ADP-ribose) glycohydrolase-like
LOC111120468,-56,GO:0009056,0.00204,carboxylesterase 5A-like
LOC111138516,-54,GO:0009056,0.00204,arylacetamide deacetylase-like
LOC111138516,-50,GO:0009056,0.00204,arylacetamide deacetylase-like
LOC111127118,-52,GO:0021930,0.00207,nuclear receptor ROR-beta-like
LOC111128989,52,GO:0021930,0.00207,uncharacterized LOC111128989
LOC111135789,-65,GO:0021930,0.00207,arginine-glutamic acid dipeptide repeats protein-like
LOC111120713,-73,GO:0032006,0.00210,intraflagellar transport protein 172 homolog
LOC111103817,52,GO:0032006,0.00210,proto-oncogene tyrosine-protein kinase ROS-like
LOC111103817,-58,GO:0032006,0.00210,proto-oncogene tyrosine-protein kinase ROS-like
LOC111120390,51,GO:0009992,0.00210,annexin A4-like
LOC111120559,-56,GO:0009992,0.00210,annexin A7-like
LOC111126580,-50,GO:0009992,0.00210,annexin A4-like
LOC111126580,-63,GO:0009992,0.00210,annexin A4-like
LOC111125463,-51,GO:0050790,0.00218,hemicentin-1-like
LOC111123831,-65,GO:0050790,0.00218,titin-like
LOC111123831,50,GO:0050790,0.00218,titin-like
LOC111123831,53,GO:0050790,0.00218,titin-like
LOC111124106,-51,GO:0050790,0.00218,titin-like
LOC111125634,54,GO:0050790,0.00218,titin-like
LOC111125634,63,GO:0050790,0.00218,titin-like
LOC111132924,52,GO:0050790,0.00218,muscle M-line assembly protein unc-89-like
LOC111125124,55,GO:0034260,0.00234,hamartin-like
LOC111128088,61,GO:0034260,0.00234,tetratricopeptide repeat protein 8-like
LOC111135275,52,GO:0034260,0.00234,angiomotin-like
LOC111135275,-51,GO:0034260,0.00234,angiomotin-like
LOC111107387,71,GO:0034260,0.00234,leucine-rich repeat serine/threonine-protein kinase 2-like
LOC111113136,-52,GO:0034260,0.00234,receptor-type tyrosine-protein phosphatase N2-like
LOC111113136,52,GO:0034260,0.00234,receptor-type tyrosine-protein phosphatase N2-like
LOC111113136,-50,GO:0034260,0.00234,receptor-type tyrosine-protein phosphatase N2-like
LOC111103877,-57,GO:0070646,0.00237,uncharacterized LOC111103877
LOC111104374,53,GO:0032466,0.00240,transcription factor E2F7-like
LOC111137166,-62,GO:0034757,0.00240,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 4-like
LOC111122703,50,GO:0060327,0.00240,advillin-like
LOC111137242,53,GO:0060327,0.00240,shootin-1-like
LOC111136459,52,GO:0090239,0.00240,IWS1-like protein
LOC111102833,-52,GO:1903056,0.00240,zinc finger E-box-binding homeobox 1-like
LOC111137311,58,GO:1903056,0.00240,uncharacterized LOC111137311
LOC111124011,54,GO:1903671,0.00240,vascular endothelial growth factor receptor 1-like
LOC111130618,52,GO:1903671,0.00240,synaptojanin-2-binding protein-like
LOC111099157,-67,GO:1903697,0.00240,rap1 GTPase-activating protein 1-like
LOC111133403,-57,GO:1903697,0.00240,rap1 GTPase-activating protein 1-like
LOC111133403,66,GO:1903697,0.00240,rap1 GTPase-activating protein 1-like
LOC111108287,-50,GO:0090630,0.00275,TBC1 domain family member 9-like
LOC111108287,80,GO:0090630,0.00275,TBC1 domain family member 9-like
LOC111127465,61,GO:0090630,0.00275,TBC1 domain family member 1-like
LOC111125124,55,GO:0090630,0.00275,hamartin-like
LOC111137059,66,GO:0090630,0.00275,rho guanine nucleotide exchange factor 10-like protein
LOC111135523,-51,GO:0090630,0.00275,growth hormone-regulated TBC protein 1-A-like
LOC111100794,52,GO:0090630,0.00275,TBC1 domain family member 12-like
LOC111100962,51,GO:0090630,0.00275,protein ECT2-like
LOC111108268,-59,GO:0090630,0.00275,TBC1 domain family member 30-like
LOC111113173,-57,GO:0090630,0.00275,phosphatidylinositol 4-phosphate 5-kinase type-1 alpha-like
LOC111113173,-70,GO:0090630,0.00275,phosphatidylinositol 4-phosphate 5-kinase type-1 alpha-like
LOC111113173,-58,GO:0090630,0.00275,phosphatidylinositol 4-phosphate 5-kinase type-1 alpha-like
LOC111113173,-61,GO:0090630,0.00275,phosphatidylinositol 4-phosphate 5-kinase type-1 alpha-like
LOC111124308,-53,GO:0051321,0.00276,F-box only protein 43-like
LOC111123088,52,GO:0051321,0.00276,THO complex subunit 4D-like
LOC111129115,-56,GO:0051321,0.00276,diphthine--ammonia ligase-like
LOC111129115,-53,GO:0051321,0.00276,diphthine--ammonia ligase-like
LOC111129115,-52,GO:0051321,0.00276,diphthine--ammonia ligase-like
LOC111132883,-51,GO:0051321,0.00276,protein pelota-like
LOC111133930,65,GO:0051321,0.00276,meiotic recombination protein REC8 homolog
LOC111120866,55,GO:0031929,0.00287,regulatory-associated protein of mTOR-like
LOC111119689,71,GO:0031929,0.00287,rapamycin-insensitive companion of mTOR-like
LOC111119689,50,GO:0031929,0.00287,rapamycin-insensitive companion of mTOR-like
LOC111119689,-73,GO:0031929,0.00287,rapamycin-insensitive companion of mTOR-like
LOC111130874,54,GO:0031929,0.00287,girdin-like
LOC111135899,63,GO:0046474,0.00287,copine-3-like
LOC111122539,62,GO:0043085,0.00298,copper-transporting ATPase 1-like
LOC111125905,-61,GO:0008333,0.00300,kinesin-like protein KIF13B
LOC111125905,-70,GO:0008333,0.00300,kinesin-like protein KIF13B
LOC111125905,73,GO:0008333,0.00300,kinesin-like protein KIF13B
LOC111125905,53,GO:0008333,0.00300,kinesin-like protein KIF13B
LOC111125905,-53,GO:0008333,0.00300,kinesin-like protein KIF13B
LOC111125959,-53,GO:0008333,0.00300,uncharacterized LOC111125959
LOC111124997,55,GO:0008333,0.00300,SNARE-associated protein Snapin-like
LOC111122887,64,GO:0008333,0.00300,trafficking kinesin-binding protein 1-like
LOC111122887,-54,GO:0008333,0.00300,trafficking kinesin-binding protein 1-like
LOC111136676,56,GO:0008333,0.00300,AKT-interacting protein-like
LOC111110360,51,GO:0021696,0.00300,smoothened homolog
LOC111134944,64,GO:0021696,0.00300,transcription factor RFX4-like
LOC111119175,54,GO:0048854,0.00300,laminin subunit alpha-like
LOC111126568,69,GO:0048854,0.00300,sodium bicarbonate cotransporter 3-like
LOC111102495,54,GO:0048854,0.00300,SH3 and multiple ankyrin repeat domains protein 1-like
LOC111102495,51,GO:0048854,0.00300,SH3 and multiple ankyrin repeat domains protein 1-like
LOC111107067,52,GO:0048854,0.00300,Fanconi anemia group D2 protein-like
LOC111119190,-57,GO:0042176,0.00338,ornithine decarboxylase-like
LOC111136988,-52,GO:0042176,0.00338,26S proteasome non-ATPase regulatory subunit 1-like
LOC111102833,-52,GO:0007417,0.00339,zinc finger E-box-binding homeobox 1-like
LOC111120159,53,GO:0007417,0.00339,KICSTOR complex protein SZT2-like
LOC111120159,90,GO:0007417,0.00339,KICSTOR complex protein SZT2-like
LOC111120159,-63,GO:0007417,0.00339,KICSTOR complex protein SZT2-like
LOC111124521,53,GO:0007417,0.00339,tyrosine-protein kinase Abl-like
LOC111100542,-50,GO:0007417,0.00339,tyrosine-protein phosphatase 10D-like
