gene_name,difference,females_controls_max_transcript_counts,females_exposed_max_transcript_counts,GO,p.value,product
LOC111135911,-3,19,16,GO:0030947,0.00066,myoferlin-like
NA,NA,NA,NA,GO:1903047,0.00068,NA
LOC111115123,-3,9,6,GO:0001952,0.00069,one cut domain family member 2-like
NA,NA,NA,NA,GO:0034329,0.00069,NA
LOC111101352,-1,1,0,GO:0009306,0.00071,uncharacterized LOC111101352
LOC111102222,-1,1,0,GO:0009306,0.00071,uncharacterized LOC111102222
LOC111103417,-2,3,1,GO:0009306,0.00071,complement C1q-like protein 4
LOC111106007,-1,2,1,GO:0009306,0.00071,uncharacterized LOC111106007
LOC111118257,-1,8,7,GO:0009306,0.00071,ras-related protein Rab-26-like
LOC111122665,-1,3,2,GO:0009306,0.00071,uncharacterized LOC111122665
LOC111136876,-1,2,1,GO:0009306,0.00071,uncharacterized LOC111136876
NA,NA,NA,NA,GO:0035592,0.00071,NA
NA,NA,NA,NA,GO:0071692,0.00071,NA
LOC111115795,-2,16,14,GO:0060341,0.00075,partitioning defective 3 homolog
LOC111104432,-2,9,7,GO:0032715,0.00076,tumor necrosis factor alpha-induced protein 3-like
LOC111106212,-1,7,6,GO:0032715,0.00076,uncharacterized LOC111106212
LOC111109646,-1,2,1,GO:0032715,0.00076,neuronal acetylcholine receptor subunit beta-2-like
LOC111134417,-2,10,8,GO:0032715,0.00076,tumor necrosis factor alpha-induced protein 3-like
LOC111136382,-6,15,9,GO:0032715,0.00076,uncharacterized LOC111136382
LOC111138293,-1,3,2,GO:0032715,0.00076,uncharacterized LOC111138293
NA,NA,NA,NA,GO:0002544,0.00077,NA
LOC111121855,-1,3,2,GO:0001763,0.00079,protein rhomboid-like
LOC111121921,-3,4,1,GO:0001763,0.00079,protein rhomboid-like
NA,NA,NA,NA,GO:0003008,0.00081,NA
LOC111122621,-1,2,1,GO:0042338,0.00085,uncharacterized LOC111122621
LOC111124492,-1,2,1,GO:0042338,0.00085,uncharacterized LOC111124492
LOC111124493,-13,17,4,GO:0042338,0.00085,uncharacterized LOC111124493
LOC111127079,-1,4,3,GO:0042338,0.00085,uncharacterized LOC111127079
LOC111121855,-1,3,2,GO:0046845,0.00085,protein rhomboid-like
LOC111121921,-3,4,1,GO:0046845,0.00085,protein rhomboid-like
LOC111131789,-1,2,1,GO:0046845,0.00085,uncharacterized LOC111131789
LOC111137845,-1,2,1,GO:0046845,0.00085,uncharacterized LOC111137845
LOC111102495,-2,11,9,GO:0048170,0.00085,SH3 and multiple ankyrin repeat domains protein 1-like
LOC111106758,-1,1,0,GO:0048170,0.00085,uncharacterized LOC111106758
LOC111133393,-1,2,1,GO:0048170,0.00085,uncharacterized LOC111133393
LOC111137351,-2,3,1,GO:0048170,0.00085,E3 ubiquitin-protein ligase NEURL1-like
NA,NA,NA,NA,GO:0031399,0.00090,NA
LOC111101505,-1,3,2,GO:0007267,0.00091,cadherin EGF LAG seven-pass G-type receptor 1-like
LOC111102557,-1,1,0,GO:0007267,0.00091,uncharacterized LOC111102557
LOC111103819,-1,6,5,GO:0007267,0.00091,afadin-like
LOC111103967,-1,3,2,GO:0007267,0.00091,four-jointed box protein 1-like
LOC111104249,-1,2,1,GO:0007267,0.00091,four-jointed box protein 1-like
LOC111104453,-2,5,3,GO:0007267,0.00091,synaptogenesis protein syg-2-like
LOC111104529,-1,3,2,GO:0007267,0.00091,uncharacterized LOC111104529
LOC111104582,-1,1,0,GO:0007267,0.00091,uncharacterized LOC111104582
LOC111106212,-1,7,6,GO:0007267,0.00091,uncharacterized LOC111106212
LOC111112441,-1,2,1,GO:0007267,0.00091,uncharacterized LOC111112441
LOC111115882,-1,2,1,GO:0007267,0.00091,cell death abnormality protein 1-like
LOC111122895,-1,5,4,GO:0007267,0.00091,putative protocadherin beta-18
LOC111126345,-1,3,2,GO:0007267,0.00091,protein Wnt-6-like
LOC111126881,-1,3,2,GO:0007267,0.00091,protein Wnt-10b-like
LOC111128734,-2,8,6,GO:0007267,0.00091,delta-like protein 1
LOC111129352,-1,6,5,GO:0007267,0.00091,endoplasmic reticulum aminopeptidase 1-like
LOC111130720,-1,3,2,GO:0007267,0.00091,mucin-3A-like
LOC111134093,-1,6,5,GO:0007267,0.00091,four-jointed box protein 1-like
LOC111134110,-1,2,1,GO:0007267,0.00091,uncharacterized LOC111134110
LOC111138521,-1,3,2,GO:0006195,0.00092,purine nucleoside phosphorylase-like
LOC111109646,-1,2,1,GO:0051247,0.00105,neuronal acetylcholine receptor subunit beta-2-like
NA,NA,NA,NA,GO:0010632,0.00107,NA
NA,NA,NA,NA,GO:1902850,0.00110,NA
NA,NA,NA,NA,GO:0061640,0.00110,NA
NA,NA,NA,NA,GO:0033157,0.00112,NA
NA,NA,NA,NA,GO:0048522,0.00117,NA
LOC111104117,-1,3,2,GO:0050680,0.00119,paired box protein Pax-6-like
LOC111107822,-1,4,3,GO:0050680,0.00119,uncharacterized LOC111107822
LOC111110798,-1,3,2,GO:0050680,0.00119,paired box protein Pax-6-like
LOC111120921,-1,5,4,GO:0050680,0.00119,tuberin-like
LOC111126881,-1,3,2,GO:0050680,0.00119,protein Wnt-10b-like
LOC111138293,-1,3,2,GO:0050680,0.00119,uncharacterized LOC111138293
NA,NA,NA,NA,GO:0001667,0.00123,NA
LOC111099084,-1,1,0,GO:0007507,0.00125,uncharacterized LOC111099084
LOC111099619,-1,1,0,GO:0007507,0.00125,endothelial cell-specific molecule 1-like
LOC111100240,-1,3,2,GO:0007507,0.00125,uncharacterized LOC111100240
LOC111100278,-2,9,7,GO:0007507,0.00125,uncharacterized LOC111100278
LOC111102338,-1,2,1,GO:0007507,0.00125,multiple epidermal growth factor-like domains protein 10
LOC111102487,-1,1,0,GO:0007507,0.00125,uncharacterized LOC111102487
LOC111102557,-1,1,0,GO:0007507,0.00125,uncharacterized LOC111102557
LOC111102721,-2,2,0,GO:0007507,0.00125,uncharacterized LOC111102721
LOC111102985,-1,1,0,GO:0007507,0.00125,uncharacterized LOC111102985
LOC111103263,-1,2,1,GO:0007507,0.00125,proprotein convertase subtilisin/kexin type 5-like
LOC111103511,-2,4,2,GO:0007507,0.00125,cell death abnormality protein 1-like
LOC111103658,-2,5,3,GO:0007507,0.00125,uncharacterized LOC111103658
LOC111103670,-1,1,0,GO:0007507,0.00125,uncharacterized LOC111103670
LOC111103720,-1,1,0,GO:0007507,0.00125,uncharacterized LOC111103720
LOC111104529,-1,3,2,GO:0007507,0.00125,uncharacterized LOC111104529
LOC111104820,-1,1,0,GO:0007507,0.00125,multiple epidermal growth factor-like domains protein 6
LOC111105099,-1,1,0,GO:0007507,0.00125,uncharacterized LOC111105099
LOC111105237,-1,2,1,GO:0007507,0.00125,multiple epidermal growth factor-like domains protein 10
LOC111105412,-1,2,1,GO:0007507,0.00125,multiple epidermal growth factor-like domains protein 10
LOC111105800,-1,1,0,GO:0007507,0.00125,uncharacterized LOC111105800
LOC111109384,-1,1,0,GO:0007507,0.00125,multiple epidermal growth factor-like domains protein 11
LOC111110286,-1,1,0,GO:0007507,0.00125,protein draper-like
LOC111111487,-2,18,16,GO:0007507,0.00125,integrin alpha-2-like
LOC111113481,-1,1,0,GO:0007507,0.00125,uncharacterized LOC111113481
LOC111115882,-1,2,1,GO:0007507,0.00125,cell death abnormality protein 1-like
LOC111116056,-1,3,2,GO:0007507,0.00125,integrin alpha-2-like
LOC111121512,-1,2,1,GO:0007507,0.00125,multiple epidermal growth factor-like domains protein 10
LOC111125330,-2,25,23,GO:0007507,0.00125,hemicentin-1-like
LOC111125463,-1,28,27,GO:0007507,0.00125,hemicentin-1-like
LOC111127188,-1,2,1,GO:0007507,0.00125,uncharacterized LOC111127188
LOC111127569,-1,3,2,GO:0007507,0.00125,hemicentin-1-like
LOC111127570,-1,2,1,GO:0007507,0.00125,hemicentin-1-like
LOC111129912,-1,4,3,GO:0007507,0.00125,peptidyl-glycine alpha-amidating monooxygenase-like
LOC111132298,-1,1,0,GO:0007507,0.00125,multiple epidermal growth factor-like domains protein 11
LOC111133103,-1,2,1,GO:0007507,0.00125,uncharacterized LOC111133103
LOC111133105,-1,1,0,GO:0007507,0.00125,uncharacterized LOC111133105
LOC111133666,-10,28,18,GO:0007507,0.00125,uncharacterized LOC111133666
LOC111136358,-1,2,1,GO:0007507,0.00125,uncharacterized LOC111136358
LOC111137439,-1,3,2,GO:0007507,0.00125,E3 ubiquitin-protein ligase MIB1-like
LOC111137578,-1,1,0,GO:0007507,0.00125,uncharacterized LOC111137578
LOC111138434,-1,3,2,GO:0007507,0.00125,multiple epidermal growth factor-like domains protein 10
LOC111099899,-1,4,3,GO:0007157,0.00128,cell adhesion molecule 2-like
LOC111101850,-1,4,3,GO:0007157,0.00128,multiple epidermal growth factor-like domains protein 10
LOC111102222,-1,1,0,GO:0007157,0.00128,uncharacterized LOC111102222
LOC111102359,-1,2,1,GO:0007157,0.00128,cell death abnormality protein 1-like
LOC111102540,-1,1,0,GO:0007157,0.00128,uncharacterized LOC111102540
LOC111102737,-1,3,2,GO:0007157,0.00128,uncharacterized LOC111102737
LOC111103511,-2,4,2,GO:0007157,0.00128,cell death abnormality protein 1-like
LOC111104453,-2,5,3,GO:0007157,0.00128,synaptogenesis protein syg-2-like
LOC111104820,-1,1,0,GO:0007157,0.00128,multiple epidermal growth factor-like domains protein 6
LOC111105043,-1,1,0,GO:0007157,0.00128,platelet endothelial aggregation receptor 1-like
LOC111106384,-1,2,1,GO:0007157,0.00128,uncharacterized LOC111106384
LOC111111135,-1,2,1,GO:0007157,0.00128,uncharacterized LOC111111135
LOC111111487,-2,18,16,GO:0007157,0.00128,integrin alpha-2-like
LOC111112208,-1,1,0,GO:0007157,0.00128,uncharacterized LOC111112208
LOC111112781,-2,4,2,GO:0007157,0.00128,cell death abnormality protein 1-like
LOC111113147,-1,1,0,GO:0007157,0.00128,multiple epidermal growth factor-like domains protein 10
LOC111113464,-1,1,0,GO:0007157,0.00128,scavenger receptor class F member 1-like
LOC111113654,-1,1,0,GO:0007157,0.00128,uncharacterized LOC111113654
LOC111115663,-2,2,0,GO:0007157,0.00128,protein draper-like
LOC111116056,-1,3,2,GO:0007157,0.00128,integrin alpha-2-like
LOC111116098,-2,6,4,GO:0007157,0.00128,uncharacterized LOC111116098
LOC111116752,-3,6,3,GO:0007157,0.00128,multiple epidermal growth factor-like domains protein 10
LOC111117512,-1,2,1,GO:0007157,0.00128,uncharacterized LOC111117512
LOC111123798,-1,2,1,GO:0007157,0.00128,uncharacterized LOC111123798
LOC111133545,-1,2,1,GO:0007157,0.00128,neural cell adhesion molecule L1-like
LOC111099899,-1,4,3,GO:0050790,0.00133,cell adhesion molecule 2-like
LOC111102721,-2,2,0,GO:0050790,0.00133,uncharacterized LOC111102721
LOC111104520,-1,2,1,GO:0050790,0.00133,uncharacterized LOC111104520
LOC111124002,-1,9,8,GO:0050790,0.00133,titin homolog
LOC111125330,-2,25,23,GO:0050790,0.00133,hemicentin-1-like
LOC111125463,-1,28,27,GO:0050790,0.00133,hemicentin-1-like
LOC111132924,-2,10,8,GO:0050790,0.00133,muscle M-line assembly protein unc-89-like
LOC111099199,-1,2,1,GO:0001570,0.00136,uncharacterized LOC111099199
LOC111103511,-2,4,2,GO:0001570,0.00136,cell death abnormality protein 1-like
LOC111103574,-1,3,2,GO:0001570,0.00136,protein draper-like
LOC111103720,-1,1,0,GO:0001570,0.00136,uncharacterized LOC111103720
LOC111104820,-1,1,0,GO:0001570,0.00136,multiple epidermal growth factor-like domains protein 6
LOC111104988,-1,1,0,GO:0001570,0.00136,multiple epidermal growth factor-like domains protein 10
LOC111105237,-1,2,1,GO:0001570,0.00136,multiple epidermal growth factor-like domains protein 10
LOC111105274,-1,3,2,GO:0001570,0.00136,multiple epidermal growth factor-like domains protein 6
LOC111115448,-1,1,0,GO:0001570,0.00136,caveolin-1-like
LOC111115765,-1,2,1,GO:0001570,0.00136,multiple epidermal growth factor-like domains protein 10
LOC111127188,-1,2,1,GO:0001570,0.00136,uncharacterized LOC111127188
LOC111132298,-1,1,0,GO:0001570,0.00136,multiple epidermal growth factor-like domains protein 11
LOC111132409,-1,6,5,GO:0001570,0.00136,uncharacterized LOC111132409
LOC111133103,-1,2,1,GO:0001570,0.00136,uncharacterized LOC111133103
LOC111133105,-1,1,0,GO:0001570,0.00136,uncharacterized LOC111133105
LOC111136358,-1,2,1,GO:0001570,0.00136,uncharacterized LOC111136358
LOC111137578,-1,1,0,GO:0001570,0.00136,uncharacterized LOC111137578
LOC111138434,-1,3,2,GO:0001570,0.00136,multiple epidermal growth factor-like domains protein 10
LOC111112958,-1,1,0,GO:0033627,0.00139,uncharacterized LOC111112958
LOC111102721,-2,2,0,GO:0001756,0.00140,uncharacterized LOC111102721
LOC111103658,-2,5,3,GO:0001756,0.00140,uncharacterized LOC111103658
LOC111106664,-2,3,1,GO:0001756,0.00140,plexin-A2-like
LOC111106666,-1,2,1,GO:0001756,0.00140,plexin-A2-like
LOC111108113,-1,2,1,GO:0001756,0.00140,plexin-A2-like
LOC111113099,-1,2,1,GO:0001756,0.00140,uncharacterized LOC111113099
LOC111121353,-1,2,1,GO:0001756,0.00140,uncharacterized LOC111121353
LOC111121354,-1,2,1,GO:0001756,0.00140,uncharacterized LOC111121354
LOC111123699,-1,2,1,GO:0001756,0.00140,T-box transcription factor TBX20-like
LOC111125330,-2,25,23,GO:0001756,0.00140,hemicentin-1-like
LOC111125463,-1,28,27,GO:0001756,0.00140,hemicentin-1-like
LOC111127046,-1,3,2,GO:0001756,0.00140,T-box transcription factor mls-1-like
LOC111128734,-2,8,6,GO:0001756,0.00140,delta-like protein 1
LOC111132922,-10,22,12,GO:0001756,0.00140,nck-associated protein 1-like
LOC111137439,-1,3,2,GO:0001756,0.00140,E3 ubiquitin-protein ligase MIB1-like
NA,NA,NA,NA,GO:0061053,0.00140,NA
NA,NA,NA,NA,GO:0051338,0.00141,NA
LOC111102902,-1,2,1,GO:0034633,0.00145,stimulated by retinoic acid gene 6 protein-like
LOC111127139,-3,4,1,GO:0034633,0.00145,stimulated by retinoic acid gene 6 protein-like
LOC111132663,-1,2,1,GO:0034633,0.00145,stimulated by retinoic acid gene 6 protein-like
LOC111132828,-1,2,1,GO:0034633,0.00145,stimulated by retinoic acid gene 6 protein-like
NA,NA,NA,NA,GO:0040002,0.00145,NA
NA,NA,NA,NA,GO:0046864,0.00145,NA
NA,NA,NA,NA,GO:0046865,0.00145,NA
LOC111100408,-4,7,3,GO:0070424,0.00145,baculoviral IAP repeat-containing protein 2-like
LOC111100411,-1,2,1,GO:0070424,0.00145,uncharacterized LOC111100411
LOC111101332,-1,2,1,GO:0001654,0.00152,uncharacterized LOC111101332
LOC111105397,-1,2,1,GO:0001654,0.00152,uncharacterized LOC111105397
LOC111126303,-1,2,1,GO:0001654,0.00152,uncharacterized LOC111126303
LOC111128602,-1,2,1,GO:0001654,0.00152,retinal homeobox protein Rx1-like
LOC111134633,-1,16,15,GO:0001654,0.00152,muscleblind-like protein 3
NA,NA,NA,NA,GO:0150063,0.00152,NA
NA,NA,NA,NA,GO:0051050,0.00152,NA
NA,NA,NA,NA,GO:0048518,0.00155,NA
NA,NA,NA,NA,GO:0014866,0.00155,NA
LOC111099899,-1,4,3,GO:0045214,0.00156,cell adhesion molecule 2-like
LOC111102627,-1,2,1,GO:0045214,0.00156,uncharacterized LOC111102627
LOC111102721,-2,2,0,GO:0045214,0.00156,uncharacterized LOC111102721
LOC111104520,-1,2,1,GO:0045214,0.00156,uncharacterized LOC111104520
LOC111106520,-1,3,2,GO:0045214,0.00156,uncharacterized LOC111106520
LOC111118558,-3,12,9,GO:0045214,0.00156,calcium-activated potassium channel slowpoke-like
LOC111124002,-1,9,8,GO:0045214,0.00156,titin homolog
LOC111125330,-2,25,23,GO:0045214,0.00156,hemicentin-1-like
LOC111125463,-1,28,27,GO:0045214,0.00156,hemicentin-1-like
LOC111131563,-2,16,14,GO:0045214,0.00156,troponin T-like
LOC111132924,-2,10,8,GO:0045214,0.00156,muscle M-line assembly protein unc-89-like
LOC111136591,-2,17,15,GO:0045214,0.00156,FH1/FH2 domain-containing protein 3-like
LOC111099199,-1,2,1,GO:0033628,0.00161,uncharacterized LOC111099199
LOC111100426,-1,8,7,GO:0045019,0.00163,far upstream element-binding protein 3-like
LOC111110262,-1,2,1,GO:0045019,0.00163,uncharacterized LOC111110262
LOC111115448,-1,1,0,GO:0045019,0.00163,caveolin-1-like
LOC111130427,-1,2,1,GO:0045019,0.00163,uncharacterized LOC111130427
LOC111138346,-1,2,1,GO:0045019,0.00163,neuropeptide Y receptor type 6-like
NA,NA,NA,NA,GO:1904406,0.00163,NA
LOC111127975,-1,7,6,GO:0045806,0.00163,protein kinase C and casein kinase substrate in neurons protein 2-like
LOC111131872,-1,5,4,GO:0045806,0.00163,protein kinase C and casein kinase substrate in neurons protein 2-like
LOC111099899,-1,4,3,GO:0048769,0.00163,cell adhesion molecule 2-like
LOC111102721,-2,2,0,GO:0048769,0.00163,uncharacterized LOC111102721
LOC111104520,-1,2,1,GO:0048769,0.00163,uncharacterized LOC111104520
LOC111124002,-1,9,8,GO:0048769,0.00163,titin homolog
LOC111125330,-2,25,23,GO:0048769,0.00163,hemicentin-1-like
LOC111125463,-1,28,27,GO:0048769,0.00163,hemicentin-1-like
LOC111132924,-2,10,8,GO:0048769,0.00163,muscle M-line assembly protein unc-89-like
NA,NA,NA,NA,GO:0070252,0.00163,NA
NA,NA,NA,NA,GO:0061138,0.00166,NA
NA,NA,NA,NA,GO:0046578,0.00174,NA
NA,NA,NA,NA,GO:0002164,0.00176,NA
NA,NA,NA,NA,GO:0060429,0.00176,NA
LOC111132178,-1,7,6,GO:0010634,0.00177,1-phosphatidylinositol 4
LOC111137094,-1,7,6,GO:0010634,0.00177,dedicator of cytokinesis protein 1-like
LOC111099899,-1,4,3,GO:0010737,0.00186,cell adhesion molecule 2-like
LOC111102721,-2,2,0,GO:0010737,0.00186,uncharacterized LOC111102721
LOC111104520,-1,2,1,GO:0010737,0.00186,uncharacterized LOC111104520
LOC111106765,-2,3,1,GO:0010737,0.00186,fibrillin-1-like
LOC111124002,-1,9,8,GO:0010737,0.00186,titin homolog
LOC111125330,-2,25,23,GO:0010737,0.00186,hemicentin-1-like
LOC111125463,-1,28,27,GO:0010737,0.00186,hemicentin-1-like
LOC111132924,-2,10,8,GO:0010737,0.00186,muscle M-line assembly protein unc-89-like
LOC111100872,-1,4,3,GO:0000281,0.00191,uncharacterized LOC111100872
LOC111101098,-1,1,0,GO:0000281,0.00191,uncharacterized LOC111101098
LOC111101206,-1,3,2,GO:0000281,0.00191,probable serine/threonine-protein kinase roco5
LOC111102154,-1,1,0,GO:0000281,0.00191,ankyrin-1-like;start_range=.,39398877
LOC111103639,-1,1,0,GO:0000281,0.00191,probable serine/threonine-protein kinase roco6
LOC111108503,-1,5,4,GO:0000281,0.00191,uncharacterized LOC111108503
LOC111110626,-1,1,0,GO:0000281,0.00191,uncharacterized LOC111110626
LOC111111023,-1,2,1,GO:0000281,0.00191,uncharacterized LOC111111023
LOC111112093,-2,4,2,GO:0000281,0.00191,uncharacterized LOC111112093
LOC111112614,-2,4,2,GO:0000281,0.00191,uncharacterized LOC111112614
LOC111114492,-1,2,1,GO:0000281,0.00191,uncharacterized LOC111114492
LOC111116037,-1,2,1,GO:0000281,0.00191,uncharacterized LOC111116037
LOC111116128,-2,4,2,GO:0000281,0.00191,ankyrin-1-like
LOC111120466,-1,2,1,GO:0000281,0.00191,uncharacterized LOC111120466
LOC111121855,-1,3,2,GO:0000281,0.00191,protein rhomboid-like
LOC111121921,-3,4,1,GO:0000281,0.00191,protein rhomboid-like
LOC111122336,-2,3,1,GO:0000281,0.00191,transient receptor potential cation channel subfamily A member 1-like
LOC111138209,-1,4,3,GO:0000281,0.00191,alpha-protein kinase vwkA-like
LOC111099899,-1,4,3,GO:0055008,0.00199,cell adhesion molecule 2-like
LOC111102721,-2,2,0,GO:0055008,0.00199,uncharacterized LOC111102721
LOC111104520,-1,2,1,GO:0055008,0.00199,uncharacterized LOC111104520
LOC111120594,-1,6,5,GO:0055008,0.00199,zinc finger protein ubi-d4-like
LOC111124002,-1,9,8,GO:0055008,0.00199,titin homolog
LOC111125330,-2,25,23,GO:0055008,0.00199,hemicentin-1-like
LOC111125463,-1,28,27,GO:0055008,0.00199,hemicentin-1-like
LOC111132924,-2,10,8,GO:0055008,0.00199,muscle M-line assembly protein unc-89-like
LOC111099870,-1,13,12,GO:0046822,0.00205,protein phosphatase 1 regulatory subunit 12A-like
LOC111123755,-2,3,1,GO:0035282,0.00216,uncharacterized LOC111123755
LOC111129630,-1,1,0,GO:0035282,0.00216,tripartite motif-containing protein 3-like
LOC111103511,-2,4,2,GO:0032526,0.00218,cell death abnormality protein 1-like
LOC111103574,-1,3,2,GO:0032526,0.00218,protein draper-like
LOC111103720,-1,1,0,GO:0032526,0.00218,uncharacterized LOC111103720
LOC111104820,-1,1,0,GO:0032526,0.00218,multiple epidermal growth factor-like domains protein 6
LOC111104988,-1,1,0,GO:0032526,0.00218,multiple epidermal growth factor-like domains protein 10
LOC111105237,-1,2,1,GO:0032526,0.00218,multiple epidermal growth factor-like domains protein 10
LOC111105274,-1,3,2,GO:0032526,0.00218,multiple epidermal growth factor-like domains protein 6
LOC111115765,-1,2,1,GO:0032526,0.00218,multiple epidermal growth factor-like domains protein 10
LOC111127188,-1,2,1,GO:0032526,0.00218,uncharacterized LOC111127188
LOC111128033,-2,4,2,GO:0032526,0.00218,elastin-like
LOC111132298,-1,1,0,GO:0032526,0.00218,multiple epidermal growth factor-like domains protein 11
LOC111133103,-1,2,1,GO:0032526,0.00218,uncharacterized LOC111133103
LOC111133105,-1,1,0,GO:0032526,0.00218,uncharacterized LOC111133105
LOC111136358,-1,2,1,GO:0032526,0.00218,uncharacterized LOC111136358
LOC111137578,-1,1,0,GO:0032526,0.00218,uncharacterized LOC111137578
LOC111138434,-1,3,2,GO:0032526,0.00218,multiple epidermal growth factor-like domains protein 10
NA,NA,NA,NA,GO:0039531,0.00225,NA
NA,NA,NA,NA,GO:0048880,0.00227,NA
NA,NA,NA,NA,GO:0031650,0.00230,NA
NA,NA,NA,NA,GO:0045834,0.00234,NA
LOC111129912,-1,4,3,GO:0019538,0.00247,peptidyl-glycine alpha-amidating monooxygenase-like
LOC111109646,-1,2,1,GO:0048149,0.00247,neuronal acetylcholine receptor subunit beta-2-like
LOC111118558,-3,12,9,GO:0048149,0.00247,calcium-activated potassium channel slowpoke-like
LOC111119371,-1,7,6,GO:0048149,0.00247,filamin-A-like
LOC111121855,-1,3,2,GO:0048149,0.00247,protein rhomboid-like
LOC111121921,-3,4,1,GO:0048149,0.00247,protein rhomboid-like
LOC111131789,-1,2,1,GO:0048149,0.00247,uncharacterized LOC111131789
LOC111137845,-1,2,1,GO:0048149,0.00247,uncharacterized LOC111137845
LOC111125437,-4,8,4,GO:0045596,0.00254,uncharacterized LOC111125437
LOC111128033,-2,4,2,GO:0045596,0.00254,elastin-like
LOC111128734,-2,8,6,GO:0045596,0.00254,delta-like protein 1
NA,NA,NA,NA,GO:0031346,0.00255,NA
LOC111137094,-1,7,6,GO:0048010,0.00262,dedicator of cytokinesis protein 1-like
LOC111099466,-1,1,0,GO:0051301,0.00268,uncharacterized LOC111099466
LOC111101272,-1,2,1,GO:0051301,0.00268,uncharacterized LOC111101272
LOC111102899,-1,1,0,GO:0051301,0.00268,uncharacterized LOC111102899
LOC111103680,-1,4,3,GO:0051301,0.00268,uncharacterized LOC111103680
LOC111104190,-3,13,10,GO:0051301,0.00268,SH3 domain-containing kinase-binding protein 1-like
LOC111104401,-1,10,9,GO:0051301,0.00268,protein-methionine sulfoxide oxidase mical3b-like
LOC111104476,-1,1,0,GO:0051301,0.00268,uncharacterized LOC111104476
LOC111104834,-1,5,4,GO:0051301,0.00268,F-box/LRR-repeat protein 3-like
LOC111106095,-1,2,1,GO:0051301,0.00268,uncharacterized LOC111106095
LOC111106260,-1,2,1,GO:0051301,0.00268,cingulin-like
LOC111106281,-1,2,1,GO:0051301,0.00268,uncharacterized LOC111106281
LOC111106668,-3,5,2,GO:0051301,0.00268,plexin-A3-like
LOC111107541,-1,1,0,GO:0051301,0.00268,uncharacterized LOC111107541
LOC111107822,-1,4,3,GO:0051301,0.00268,uncharacterized LOC111107822
LOC111108113,-1,2,1,GO:0051301,0.00268,plexin-A2-like
LOC111111531,-1,2,1,GO:0051301,0.00268,uncharacterized LOC111111531
LOC111111646,-2,10,8,GO:0051301,0.00268,uncharacterized LOC111111646
LOC111114320,-1,1,0,GO:0051301,0.00268,uncharacterized LOC111114320
LOC111115353,-2,3,1,GO:0051301,0.00268,uncharacterized LOC111115353
LOC111115717,-1,2,1,GO:0051301,0.00268,uncharacterized LOC111115717
LOC111117062,-1,3,2,GO:0051301,0.00268,uncharacterized LOC111117062
LOC111117207,-1,5,4,GO:0051301,0.00268,uncharacterized LOC111117207
LOC111118272,-1,3,2,GO:0051301,0.00268,CDK5 and ABL1 enzyme substrate 2-like
LOC111118944,-1,7,6,GO:0051301,0.00268,uncharacterized LOC111118944
LOC111120125,-1,5,4,GO:0051301,0.00268,spindle and centriole-associated protein 1-like
LOC111122670,-1,2,1,GO:0051301,0.00268,hemicentin-1-like
LOC111123164,-1,2,1,GO:0051301,0.00268,coadhesin-like
LOC111123273,-1,3,2,GO:0051301,0.00268,uncharacterized LOC111123273
LOC111123550,-7,7,0,GO:0051301,0.00268,uncharacterized LOC111123550
LOC111125320,-1,21,20,GO:0051301,0.00268,hemicentin-1-like
LOC111125330,-2,25,23,GO:0051301,0.00268,hemicentin-1-like
LOC111125347,-1,5,4,GO:0051301,0.00268,myosin-7-like
LOC111125463,-1,28,27,GO:0051301,0.00268,hemicentin-1-like
LOC111125997,-1,2,1,GO:0051301,0.00268,uncharacterized LOC111125997
LOC111126251,-1,5,4,GO:0051301,0.00268,hemicentin-1-like
LOC111127043,-4,5,1,GO:0051301,0.00268,golgin subfamily A member 6-like protein 22
LOC111128242,-1,3,2,GO:0051301,0.00268,uncharacterized LOC111128242
LOC111130339,-1,2,1,GO:0051301,0.00268,uncharacterized LOC111130339
LOC111131396,-1,3,2,GO:0051301,0.00268,serine/threonine-protein kinase Nek9-like
LOC111131430,-1,2,1,GO:0051301,0.00268,coadhesin-like
LOC111134076,-1,5,4,GO:0051301,0.00268,FK506-binding protein 3-like
LOC111134775,-1,3,2,GO:0051301,0.00268,SCO-spondin-like
LOC111134928,-8,13,5,GO:0051301,0.00268,translation initiation factor IF-2-like
LOC111135783,-1,9,8,GO:0051301,0.00268,centrosomal protein of 63 kDa-like
LOC111136340,-4,16,12,GO:0051301,0.00268,protein piccolo-like
LOC111136803,-1,2,1,GO:0051301,0.00268,uncharacterized LOC111136803
LOC111115260,-1,3,2,GO:0001937,0.00280,receptor-type tyrosine-protein phosphatase mu-like
LOC111115448,-1,1,0,GO:0001937,0.00280,caveolin-1-like
LOC111116795,-2,5,3,GO:0001937,0.00280,multiple epidermal growth factor-like domains protein 6
LOC111117047,-2,3,1,GO:0001937,0.00280,receptor-type tyrosine-protein phosphatase T-like
LOC111120008,-1,4,3,GO:0001937,0.00280,receptor-type tyrosine-protein phosphatase kappa-like
LOC111121068,-1,7,6,GO:0001937,0.00280,receptor-type tyrosine-protein phosphatase epsilon-like
LOC111130194,-1,6,5,GO:0001937,0.00280,receptor-type tyrosine-protein phosphatase epsilon-like
LOC111136382,-6,15,9,GO:0001937,0.00280,uncharacterized LOC111136382
LOC111099899,-1,4,3,GO:0007076,0.00280,cell adhesion molecule 2-like
LOC111102721,-2,2,0,GO:0007076,0.00280,uncharacterized LOC111102721
